position	frequency
1	320.53
2	321
3	320.76
4	321.18
5	320.57
6	320.39
7	320.35
8	320.13
9	320.42
10	321.32
11	320.55
12	320.39
13	320.63
14	320.66
15	320.62
16	321.39
17	320.36
18	320.23
19	320.51
20	320.42
21	320.4
22	320.87
23	320.85
24	320.59
25	320.71
26	321.19
27	320.94
28	321.2
29	320.91
30	320.79
31	321.51
32	321.14
33	320.96
34	320.87
35	321.25
36	320.81
37	320.43
38	320.39
39	320.37
40	320.35
41	321.09
42	320.28
43	319.92
44	320.02
45	320.21
46	320
47	320.83
48	319.53
49	318.6
50	318.35
51	318.5
52	318.79
53	319.25
54	319.37
55	318.76
56	318.89
57	319.36
58	319.5
59	319.47
60	319.2
61	319.01
62	320.05
63	319.54
64	320.04
65	319.93
66	320.2
67	320.14
68	320.46
69	320.16
70	320.35
71	320.3
72	320.54
73	320.69
74	321.19
75	320.51
76	320.28
77	320.38
78	320.72
79	320.29
80	320.13
81	320.28
82	320.37
83	321.02
84	320.76
85	320.57
86	320.46
87	320.09
88	320.36
89	319.87
90	320.09
91	320.26
92	320.25
93	320.45
94	320.24
95	320.15
96	320.52
97	320.55
98	321.38
99	320.33
100	320.43
101	320.41
102	320.4
103	320.45
104	320.71
105	320.69
106	320.44
107	320.12
108	320.18
109	319.97
110	319.67
111	319.58
112	319.54
113	319.27
114	319.19
115	319.48
116	320.32
117	319.3
118	320.31
119	319.31
120	319.39
121	319.75
122	319.82
123	319.76
124	319.8
125	319.93
126	319.74
127	320.2
128	319.62
129	319.7
130	319.16
131	319.83
132	320.41
133	320.42
134	320.36
135	320.08
136	319.73
137	319.79
138	320.13
139	319.69
140	319.75
141	319.02
142	319.27
143	319.63
144	319.76
145	319.54
146	319.69
147	319.53
148	319.39
149	318.99
150	319.23
151	318.92
152	319.13
153	318.58
154	318.38
155	318.07
156	318.09
157	318.19
158	317.67
159	317.76
160	317.15
161	317.46
162	317.04
163	317.77
164	317.49
165	317.51
166	317.43
167	316.7
168	317.19
169	317.8
170	317.49
171	317.38
172	317.31
173	317.26
174	317.46
175	317.84
176	317.95
177	316.96
178	317.29
179	316.71
180	316.89
181	317.26
182	317.4
183	317.24
184	317.5
185	317.86
186	317.08
187	316.96
188	317.03
189	316.65
190	316.95
191	316.83
192	317.18
193	316.65
194	316.88
195	317.6
196	317.57
197	317.97
198	317.56
199	316.85
200	317.44
201	317.73
202	317.44
203	317.53
204	317.31
205	317.28
206	317.47
207	317.35
208	317.91
209	317.58
210	316.89
211	317.68
212	317.48
213	317.82
214	317.03
215	316.83
216	317.12
217	317.21
218	317.99
219	316.87
220	317.51
221	317.35
222	316.7
223	316.35
224	316.71
225	316.53
226	317.39
227	316.98
228	316.42
229	316.18
230	316.55
231	316.52
232	316.88
233	317.08
234	317.2
235	318.6
236	317.47
237	317.9
238	317.93
239	317.71
240	317.72
241	317.43
242	317.4
243	316.82
244	317.26
245	318.2
246	317.84
247	318.15
248	318.07
249	317.78
250	318.28
251	317.88
252	318.39
253	317.82
254	317.94
255	318.07
256	317.45
257	317.69
258	317.49
259	317.54
260	317.66
261	317.15
262	317.49
263	317.02
264	316.53
265	316.99
266	317.16
267	317.85
268	316.68
269	317.67
270	316.25
271	317.67
272	316.63
273	316.76
274	317.47
275	317.25
276	317.42
277	317.32
278	316.34
279	316.08
280	316.71
281	316.55
282	316.64
283	316.73
284	316.41
285	316.48
286	316.19
287	316.54
288	316.54
289	315.71
290	315.92
291	316.24
292	316.64
293	316.74
294	317.1
295	316.94
296	316.34
297	316.35
298	316.82
299	316.35
300	316.85
301	315.73
302	316.29
303	315.23
304	315.5
305	315.59
306	315.93
307	316.42
308	316.33
309	316.26
310	316.22
311	316.32
312	316.29
313	315.53
314	316.25
315	316.34
316	316.56
317	316.78
318	316.04
319	316.57
320	316.34
321	316.07
322	316.86
323	316.56
324	315.97
325	315.66
326	316.42
327	316.21
328	315.97
329	316.02
330	316.53
331	316.41
332	316.68
333	316.46
334	316.49
335	316.07
336	316.44
337	316.12
338	316.76
339	316.64
340	316.6
341	316.05
342	316.4
343	316.75
344	316.48
345	316.64
346	316.81
347	316.63
348	316.69
349	315.9
350	315.89
351	316.33
352	316.72
353	316.01
354	317.01
355	316.56
356	316.1
357	316.13
358	315.74
359	315.21
360	315.83
361	315.76
362	315.73
363	316.05
364	315.29
365	315.26
366	315.3
367	314.98
368	314.39
369	315.46
370	315.63
371	315.69
372	315.38
373	315.7
374	314.61
375	315.27
376	315.32
377	316.11
378	315.53
379	315.75
