position	frequency
1	124.21
2	124.13
3	124.04
4	124.43
5	124.21
6	124.23
7	124.46
8	124.22
9	124.16
10	124.2
11	124.29
12	124.26
13	124.12
14	124.11
15	124.22
16	124.24
17	124.36
18	124.43
19	124.47
20	124.52
21	124.19
22	124.07
23	123.92
24	124.28
25	124.05
26	124.22
27	123.93
28	123.94
29	123.73
30	123.82
31	123.77
32	123.63
33	123.57
34	123.68
35	123.59
36	123.7
37	123.56
38	123.72
39	123.74
40	123.72
41	123.52
42	123.56
43	123.4
44	124.33
45	122.22
46	122.12
47	121.93
48	122.15
49	121.87
50	122.13
51	122.17
52	121.93
53	121.83
54	121.85
55	121.84
56	121.87
57	122.06
58	121.91
59	121.78
60	121.99
61	121.74
62	121.6
63	121.72
64	121.69
65	121.69
66	121.41
67	121.63
68	121.49
69	121.33
70	121.34
71	121.2
72	121.36
73	121.23
74	121.27
75	121.18
76	120.88
77	121.31
78	121.25
79	121.63
80	121.59
81	121.62
82	121.46
83	121.44
84	121.29
85	121.24
86	121.48
87	121.14
88	121.3
89	121.38
90	121.27
91	121.5
92	121.41
93	121.36
94	121.31
95	121.51
96	121.62
97	121.39
98	121.55
99	121.37
100	121.39
101	121.93
102	121.58
103	121.71
104	121.75
105	121.86
106	121.9
107	121.69
108	121.65
109	121.56
110	121.67
111	121.6
112	121.9
113	121.92
114	121.71
115	121.65
116	121.34
117	121.41
118	121.59
119	121.39
120	121.45
121	121.5
122	121.53
123	121.3
124	121.52
125	121.55
126	121.45
127	121.6
128	121.52
129	121.19
130	121.44
131	121.62
132	121.64
133	121.48
134	121.53
135	121.69
136	121.64
137	121.75
138	121.95
139	121.69
140	121.77
141	121.83
142	121.86
143	121.96
144	121.79
145	122.03
146	121.9
147	121.8
148	121.71
149	121.8
150	121.45
151	121.33
152	121.51
153	121.55
154	121.8
155	121.41
156	121.64
157	121.46
158	121.33
159	121.22
160	120.98
161	121.16
162	121.21
163	121.28
164	121.22
165	121.29
166	121.4
167	121.29
168	121.22
169	121.28
170	121.32
171	121.1
172	121.1
173	121.4
174	121.12
175	121.62
176	121.58
177	121.82
178	121.66
179	121.77
180	122.05
181	121.96
182	121.8
183	121.56
184	121.7
185	121.67
186	121.53
187	121.84
188	121.68
189	121.52
190	121.67
191	121.6
192	121.54
193	121.77
194	121.96
195	122.16
196	122.22
197	122.07
198	122.05
