position	frequency
1	1
2	3
3	5
4	8
5	8
6	10
7	11
8	11
9	11
10	11
11	11
12	11
13	12
14	14
15	14
16	15
17	16
18	16
19	16
20	17
21	17
22	17
23	17
24	19
25	21
26	23
27	23
28	23
29	24
30	25
31	26
32	26
33	26
34	26
35	26
36	27
37	27
38	28
39	30
40	30
41	30
42	30
43	30
44	30
45	30
46	31
47	32
48	33
49	34
50	34
51	34
52	34
53	34
54	34
55	34
56	34
57	34
58	35
59	35
60	37
61	37
62	37
63	37
64	37
65	37
66	37
67	37
68	39
69	39
70	40
71	40
72	41
73	42
74	42
75	42
76	42
77	43
78	44
79	44
80	44
81	44
82	44
83	45
84	45
85	45
86	45
87	46
88	47
89	47
90	48
91	48
92	49
93	49
94	49
95	49
96	50
97	50
98	50
99	51
100	51
101	52
102	52
103	52
104	52
105	52
106	53
107	54
108	54
109	55
110	55
111	56
112	56
113	56
114	57
115	57
116	58
117	58
118	58
119	58
120	59
121	59
122	59
123	59
124	59
125	60
126	60
127	61
128	61
129	62
130	62
131	62
132	62
133	62
134	62
135	62
136	62
137	62
138	62
139	62
140	62
141	62
142	63
143	63
144	65
145	65
146	66
147	66
148	67
149	67
150	67
151	67
152	68
153	68
154	68
155	68
156	68
157	68
158	69
159	70
160	70
161	70
162	71
163	71
164	71
165	71
166	71
167	71
168	71
169	71
170	71
171	71
172	71
173	71
174	71
175	71
176	71
177	72
178	74
179	74
180	74
181	75
182	75
183	77
184	77
185	77
186	78
187	78
188	78
189	79
190	80
191	80
192	81
193	82
194	82
195	83
196	83
197	83
198	83
199	83
200	83
201	83
202	83
203	83
204	83
205	83
206	83
207	84
208	85
209	85
210	86
211	86
212	87
213	87
214	87
215	88
216	88
217	89
218	90
219	91
220	91
221	92
222	92
223	93
224	95
225	96
226	99
227	100
228	102
229	102
230	102
231	103
232	103
233	103
234	103
235	105
236	106
237	106
238	107
239	108
240	111
241	112
242	112
243	113
244	114
245	115
246	115
247	116
248	118
249	120
250	122
251	122
252	123
253	124
254	125
255	127
256	127
257	128
258	128
259	129
260	130
261	131
262	132
263	133
264	135
265	135
266	137
267	138
268	139
269	140
270	140
271	140
272	141
273	141
274	143
275	143
276	144
277	146
278	149
279	149
280	151
281	152
282	154
283	155
284	156
285	156
286	158
