position	frequency
1	1
2	2
3	3
4	4
5	5
6	6
7	10
8	10
9	13
10	14
11	16
12	17
13	18
14	19
15	22
16	23
17	25
18	29
19	31
20	32
21	33
22	35
23	39
24	40
25	43
26	44
27	44
28	46
29	47
30	47
31	47
32	51
33	53
34	53
35	54
36	55
37	55
38	58
39	61
40	61
41	62
42	63
43	65
44	66
45	68
46	69
47	70
48	71
49	72
50	73
51	74
52	74
53	76
54	78
55	79
56	82
57	83
58	86
59	87
60	88
61	89
62	89
63	91
64	92
65	93
66	94
67	94
68	95
69	96
70	96
71	96
72	97
73	99
74	100
75	102
76	103
77	103
78	103
79	103
80	104
81	104
82	104
83	104
84	104
85	105
86	105
87	106
88	106
89	107
90	107
91	107
92	107
93	111
94	111
95	111
96	111
97	113
98	114
99	114
100	115
101	115
102	116
103	116
104	117
105	117
106	117
107	117
108	118
109	120
110	120
111	120
112	121
113	122
114	125
115	125
116	125
117	126
118	127
119	131
120	131
121	132
122	134
123	134
124	134
125	134
126	136
127	137
128	137
129	137
130	138
131	139
132	139
133	139
134	139
135	139
136	139
137	139
138	139
139	139
140	139
141	140
142	140
143	140
144	140
145	140
146	140
147	141
148	142
149	142
150	143
151	143
152	144
153	144
154	146
155	147
156	149
157	150
158	150
159	150
160	150
161	151
162	151
163	151
164	151
165	152
166	152
167	154
168	154
169	154
170	154
171	155
172	155
173	155
174	156
175	156
176	156
177	156
178	158
179	158
180	158
181	158
182	160
183	162
184	164
185	166
186	167
187	168
188	168
189	169
190	171
191	171
192	173
193	175
194	175
195	175
196	175
197	175
198	176
199	176
200	176
201	176
202	177
203	178
204	178
205	179
206	181
207	181
208	184
209	184
210	185
211	186
212	187
213	187
214	187
215	187
216	188
217	189
218	190
219	190
220	190
221	192
222	194
223	196
224	196
225	196
226	199
227	201
228	201
229	202
230	204
231	206
232	207
233	209
234	209
235	211
236	213
237	216
238	218
239	218
240	221
241	222
242	222
243	223
244	224
245	225
246	226
247	228
248	229
249	235
250	235
251	236
252	237
253	237
254	241
255	242
256	244
257	245
258	246
259	246
260	249
261	252
262	252
263	256
264	258
265	260
266	262
267	263
268	266
269	269
270	273
271	274
272	275
273	278
274	279
275	281
276	282
277	284
278	286
279	286
280	287
281	288
282	289
283	292
284	294
285	296
286	297
287	300
288	303
289	305
290	306
291	307
292	309
293	311
294	315
295	320
296	322
297	324
298	325
299	327
300	332
301	336
302	341
303	342
304	343
305	349
306	352
307	359
308	362
309	363
310	364
311	368
312	371
313	374
314	375
315	376
316	379
317	381
318	384
319	385
320	387
321	391
322	394
323	395
324	395
325	394
326	396
327	399
328	400
329	402
330	404
331	406
332	409
333	410
334	412
335	413
336	417
337	417
338	419
339	423
340	424
341	425
342	427
343	427
344	429
345	434
346	434
347	435
348	437
349	439
350	441
351	443
352	446
353	449
354	449
355	449
356	450
357	453
358	454
359	455
360	459
361	460
362	461
363	462
364	463
365	463
366	462
367	460
368	460
369	461
370	461
371	461
372	463
373	462
374	465
375	465
376	468
377	467
378	468
379	468
380	469
381	470
382	472
383	470
384	472
385	473
386	475
387	477
388	480
389	480
390	480
391	481
392	483
393	484
394	485
395	489
396	493
397	492
398	492
399	494
400	497
401	496
402	495
403	495
404	494
405	493
406	495
407	493
408	493
409	491
410	491
411	491
412	489
413	488
414	489
415	491
416	494
417	492
418	492
419	494
420	493
421	494
422	495
423	496
424	496
425	498
426	496
427	496
428	497
429	498
430	498
431	497
432	499
433	499
434	501
435	500
436	500
437	499
438	499
439	500
440	498
441	499
442	499
443	499
444	502
445	501
446	500
447	500
448	501
449	501
450	502
451	502
452	503
453	502
454	501
455	502
456	505
457	509
458	508
459	510
460	510
461	513
462	512
463	515
464	518
465	521
466	519
467	519
468	519
469	520
470	520
471	520
472	518
473	519
474	518
475	517
476	519
477	519
478	519
479	521
480	522
481	522
482	522
483	526
484	528
485	528
486	530
487	528
488	528
489	528
490	528
491	529
492	529
493	531
494	531
495	532
496	531
497	533
498	533
499	534
500	536
501	536
502	536
503	537
504	537
505	536
506	536
507	537
508	537
509	537
510	539
511	539
512	541
513	541
514	543
515	545
516	546
517	546
518	547
519	548
520	548
521	547
522	549
523	550
524	552
525	552
526	552
527	552
528	552
529	553
530	553
531	553
532	555
533	553
534	554
535	555
536	554
537	556
538	553
539	551
540	556
541	557
542	556
543	557
544	558
545	558
546	560
547	561
548	560
549	559
550	559
551	558
552	558
553	557
554	559
555	561
556	562
557	563
558	563
559	561
560	563
561	564
562	566
563	569
564	571
