position	frequency
1	63.03
2	62.86
3	62.79
4	62.88
5	62.7
6	62.7
7	62.8
8	62.74
9	62.68
10	62.57
11	62.66
12	62.57
13	62.45
14	62.57
15	62.67
16	62.52
17	62.47
18	62.44
19	62.48
20	62.44
21	62.58
22	62.63
23	62.53
24	62.28
25	62.16
26	62.18
27	62.24
28	62.18
29	62.12
30	62.07
31	62.17
32	62.09
33	62.17
34	62.32
35	62.26
36	62.23
37	62.17
38	62.24
39	62.29
40	62.33
41	62.36
42	63.14
43	61.33
44	61.33
45	61.2
46	61.25
47	61.27
48	61.38
49	61.54
50	61.53
51	61.5
52	61.47
53	61.46
54	61.52
55	61.63
56	61.67
57	61.68
58	61.68
59	61.67
60	61.71
61	61.79
62	61.76
63	61.65
64	61.71
65	61.7
66	61.67
67	61.68
68	61.57
69	61.61
70	61.44
71	61.4
72	61.46
73	61.39
74	61.42
75	61.47
76	61.33
77	61.33
78	61.2
79	61.18
80	61.09
81	61.09
82	60.99
83	61.02
84	61.02
85	61.02
86	61.06
87	61.01
88	61.04
89	60.99
90	60.88
91	60.84
92	60.77
93	60.67
94	60.53
95	60.63
96	60.62
97	60.67
98	60.52
99	60.67
100	60.67
101	60.45
102	60.54
103	60.51
104	60.57
105	60.62
106	60.64
107	60.4
108	60.5
109	60.5
110	60.49
111	60.47
112	60.49
113	60.55
114	60.53
115	60.52
116	60.85
117	60.55
118	60.54
119	60.34
120	60.26
121	60.34
122	60.32
123	60.46
124	60.56
125	60.49
126	60.46
127	60.51
128	60.42
129	60.49
130	60.43
131	60.47
132	60.39
133	60.46
134	60.29
135	60.32
136	60.36
137	60.48
138	60.44
139	60.42
140	60.31
141	60.39
142	60.47
143	60.32
144	60.01
145	60.1
146	60.06
147	60.11
148	60.09
149	60.02
150	60.03
151	60.03
152	59.98
153	60.05
154	60.18
155	60.2
156	60.07
157	60.08
158	60.07
159	60.07
160	60.09
161	60.17
162	60.27
163	60.31
164	60.39
165	60.44
166	60.53
167	60.42
168	60.39
169	60.35
170	60.5
171	60.55
172	60.48
173	60.56
174	60.55
175	60.62
176	60.63
177	60.62
178	60.65
179	60.51
180	60.53
181	60.61
182	60.53
183	60.62
184	60.75
185	60.61
186	60.83
187	60.79
188	60.78
189	60.96
190	61.04
191	61.04
192	60.97
193	61.06
194	61.01
195	61.05
196	61.11
197	61.08
198	61.06
199	61.04
200	61.07
201	60.87
202	61.02
203	61.12
204	61.14
205	61.1
206	61
207	60.86
208	60.85
209	60.82
210	61
211	61
212	60.84
213	60.8
214	61.01
215	61.01
216	60.88
217	60.62
218	60.86
219	60.97
220	60.83
221	60.98
222	60.72
223	60.91
224	60.86
225	60.81
226	61.07
227	60.92
228	61.04
229	60.87
230	60.94
231	60.9
232	60.96
233	60.99
234	61.11
235	60.97
236	60.98
237	61
238	60.78
239	61.08
240	60.8
241	60.87
242	60.74
243	60.95
244	60.85
245	60.74
246	60.54
247	60.54
248	60.56
249	60.59
250	60.85
251	60.78
252	60.68
253	60.77
254	60.87
255	60.92
256	61.1
257	60.98
258	60.92
259	60.76
260	60.88
261	60.6
262	60.6
263	60.69
264	60.51
265	60.56
266	60.49
267	60.29
268	60.46
269	60.36
270	60.18
271	60.29
272	60.4
273	60.41
274	60.71
275	60.51
276	60.61
277	60.63
278	60.63
279	60.62
280	60.57
281	60.54
282	60.39
283	60.63
284	60.37
285	60.35
286	60.25
287	60.4
288	60.46
289	60.56
290	60.49
291	60.6
292	60.71
293	60.6
294	60.57
295	60.5
296	60.5
297	60.48
298	60.39
299	60.6
300	60.5
301	60.38
302	60.42
303	60.45
304	60.65
305	60.57
306	60.44
307	60.32
308	60.36
309	60.37
310	60.46
311	60.29
312	60.27
313	60.39
314	60.48
315	60.28
316	60.28
317	60.2
318	60.06
319	60.04
320	60.23
321	60.2
322	60.16
323	60.25
324	60.09
325	60.3
326	60.39
327	60.33
328	60.21
329	60.2
330	60.19
331	60.18
332	60.34
333	60.16
334	60.4
335	60.23
336	60.29
337	60.48
338	60.2
339	60.26
340	60.37
341	60.38
342	60.53
343	60.46
344	60.33
345	60.38
346	60.34
347	60.4
348	60.48
349	60.17
350	60.17
351	60.16
352	60
353	59.96
354	59.99
355	60.18
356	60.11
357	60.15
358	60.07
359	60.22
360	60.1
361	60.27
362	60.23
363	60.24
364	60.32
365	60.29
366	60.19
367	60.12
368	60.02
369	60.1
370	60.25
371	60.34
372	60.11
373	60.11
374	60.13
375	60.12
376	60.29
377	60.4
378	60.21
379	60.26
380	60.16
381	60.11
382	60.19
383	60.15
384	60
385	60.1
386	60.03
387	60.17
388	60.22
389	60.25
390	60.05
391	60.17
392	60.13
393	60.22
394	60.24
395	60.25
396	60.13
397	60.28
398	60.24
399	60.26
400	60.21
401	60.28
402	60.2
403	60.28
404	60.43
405	60.29
406	60.3
407	60.34
408	60.34
409	60.49
410	60.39
411	60.31
