position	frequency
1	2
2	2
3	3
4	3
5	4
6	4
7	5
8	7
9	8
10	11
11	12
12	13
13	13
14	14
15	15
16	18
17	20
18	21
19	22
20	22
21	24
22	26
23	27
24	27
25	28
26	30
27	30
28	30
29	30
30	32
31	33
32	34
33	35
34	36
35	36
36	37
37	41
38	42
39	47
40	50
41	52
42	53
43	53
44	53
45	53
46	54
47	55
48	55
49	57
50	58
51	59
52	60
53	60
54	61
55	62
56	63
57	63
58	63
59	65
60	66
61	67
62	67
63	68
64	68
65	69
66	69
67	71
68	71
69	72
70	73
71	73
72	75
73	75
74	75
75	76
76	77
77	79
78	82
79	82
80	83
81	85
82	86
83	88
84	89
85	89
86	89
87	89
88	89
89	89
90	90
91	90
92	90
93	91
94	91
95	91
96	93
97	94
98	95
99	96
100	97
101	98
102	99
103	99
104	101
105	103
106	104
107	104
108	104
109	105
110	105
111	105
112	107
113	110
114	114
115	114
116	115
117	116
118	117
119	119
120	122
121	124
122	124
123	125
124	126
125	127
126	130
127	131
128	131
129	130
130	130
131	132
132	132
133	134
134	134
135	137
136	139
137	138
138	138
139	139
140	140
141	141
142	141
143	142
144	142
145	142
146	142
147	141
148	142
149	142
150	142
151	141
152	142
153	142
154	144
155	145
156	150
157	152
158	151
159	154
160	152
161	152
162	155
163	153
164	154
165	153
166	154
167	158
168	157
169	156
170	156
171	156
172	157
173	158
174	163
175	163
176	164
177	163
178	161
179	160
180	160
181	157
182	157
183	157
184	157
185	158
186	158
187	159
188	159
189	157
190	157
191	158
192	160
193	161
194	162
195	163
196	161
197	159
198	160
199	159
200	160
201	159
202	159
203	159
204	157
205	158
206	158
207	159
208	159
209	157
210	158
211	157
212	158
213	158
214	157
215	156
216	156
217	156
218	155
219	154
220	155
221	155
222	157
223	157
224	157
225	157
226	159
227	155
228	154
229	150
230	152
231	152
232	152
233	151
234	150
235	152
236	152
237	151
238	154
239	154
240	155
241	153
242	151
243	151
244	151
245	152
246	152
247	152
248	152
249	151
250	151
251	151
252	148
253	148
254	149
255	147
256	149
257	150
258	150
259	150
260	151
261	150
262	149
263	150
264	149
265	148
266	147
267	145
268	146
