position	frequency
1	2
2	3
3	3
4	5
5	8
6	10
7	10
8	12
9	12
10	13
11	14
12	17
13	19
14	23
15	24
16	25
17	25
18	25
19	26
20	27
21	29
22	31
23	34
24	36
25	37
26	38
27	39
28	39
29	39
30	42
31	43
32	43
33	44
34	46
35	47
36	48
37	48
38	49
39	50
40	50
41	50
42	51
43	52
44	52
45	53
46	53
47	54
48	54
49	54
50	55
51	57
52	58
53	58
54	58
55	58
56	58
57	59
58	59
59	59
60	60
61	61
62	61
63	63
64	65
65	66
66	66
67	66
68	66
69	66
70	66
71	66
72	68
73	68
74	69
75	69
76	69
77	69
78	70
79	70
80	71
81	71
82	73
83	74
84	76
85	78
86	80
87	80
88	80
89	80
90	80
91	81
92	81
93	82
94	83
95	86
96	86
97	87
98	87
99	88
100	88
101	89
102	90
103	90
104	90
105	90
106	90
107	91
108	91
109	93
110	95
111	95
112	97
113	98
114	99
115	100
116	102
117	105
118	105
119	104
120	107
121	110
122	110
123	111
124	112
125	115
126	116
127	114
128	119
129	120
130	120
131	122
132	127
133	127
134	128
135	129
136	128
137	130
138	133
139	133
140	132
141	134
142	138
143	138
144	138
145	139
146	138
147	138
148	139
149	135
150	137
151	137
152	137
153	136
154	137
155	139
156	141
157	143
158	143
159	144
160	147
161	147
162	144
163	144
164	144
165	145
166	144
167	144
168	145
169	146
170	146
171	149
172	148
173	149
174	149
175	148
176	149
177	149
178	148
179	148
180	148
181	149
182	149
183	148
184	150
185	151
186	150
187	150
188	150
189	149
190	147
191	147
192	148
193	148
194	145
195	145
196	143
197	144
198	144
199	144
200	143
201	142
202	142
203	144
204	145
205	145
206	145
207	145
208	145
209	145
210	144
211	146
212	147
213	148
214	150
215	150
216	151
217	151
218	152
219	151
220	151
221	151
222	152
223	152
224	152
225	154
226	154
227	153
228	152
229	153
230	153
231	153
232	154
233	152
234	154
235	151
236	151
237	151
238	152
239	151
240	151
241	151
242	151
243	151
244	150
245	151
246	150
247	149
248	150
249	153
250	152
251	152
252	152
253	152
254	154
255	154
256	158
257	157
258	159
259	157
260	155
261	153
262	153
263	152
264	151
265	153
266	150
267	151
268	149
269	149
270	152
271	152
272	151
273	149
274	149
275	145
276	145
277	142
278	143
279	143
280	143
281	144
282	141
283	141
284	140
285	142
286	142
287	142
288	144
289	144
290	143
291	142
292	140
293	139
294	138
295	136
296	135
297	135
298	137
299	137
300	137
301	135
302	135
303	134
304	133
305	132
306	130
307	130
308	131
309	130
310	129
311	129
312	129
313	129
314	127
315	126
316	125
317	126
318	125
319	127
320	126
321	127
322	127
323	129
324	130
325	131
326	132
327	132
328	131
329	131
330	132
331	132
332	132
333	129
334	131
335	131
336	132
337	133
338	133
339	133
340	133
341	135
342	133
343	133
344	131
345	130
346	130
347	131
348	135
349	136
350	137
351	136
352	136
353	135
354	133
355	132
356	132
357	130
358	129
359	129
360	128
361	128
362	128
363	127
364	129
365	128
366	127
367	127
368	129
369	130
370	130
371	131
372	131
373	133
374	132
375	134
376	136
377	134
378	135
379	137
380	138
381	137
382	138
383	139
384	140
385	139
386	140
387	140
388	140
389	140
390	140
391	140
392	139
393	141
394	141
395	141
396	140
397	137
398	137
399	139
400	140
401	141
402	140
403	141
404	143
405	143
406	142
407	140
408	139
409	138
410	140
411	142
412	141
413	141
414	141
415	141
416	141
417	142
418	141
419	141
420	140
421	141
422	142
423	140
424	142
425	143
426	141
427	143
428	141
429	140
430	140
431	144
432	144
433	145
434	143
435	145
436	144
437	146
438	143
439	145
440	145
441	145
442	145
443	143
444	143
445	141
446	142
447	141
448	141
449	142
450	144
451	142
452	141
453	141
454	140
455	140
456	140
457	138
458	142
459	141
460	142
461	141
462	141
463	141
464	139
465	139
466	138
467	139
468	139
469	139
470	140
471	139
472	138
473	139
474	140
475	139
476	139
477	139
478	139
479	142
480	142
481	143
482	143
483	142
484	141
485	141
486	142
487	142
488	142
489	143
490	144
491	145
492	143
493	144
494	145
495	144
496	144
497	145
498	146
499	147
500	148
501	144
502	143
503	143
504	143
505	142
506	141
507	143
508	144
509	145
510	144
511	144
512	144
513	144
514	143
515	144
516	144
517	142
518	142
519	144
520	144
521	146
522	147
523	148
524	148
525	148
526	149
527	150
528	150
529	150
530	149
531	148
532	146
533	149
534	148
535	148
536	149
537	149
538	149
539	147
540	147
541	149
542	150
543	147
544	147
545	148
546	149
547	148
548	148
549	145
550	144
551	142
552	145
553	144
554	144
555	143
556	145
557	147
558	146
559	145
560	144
561	145
562	145
563	146
564	147
565	148
566	149
567	145
568	145
569	145
570	146
571	145
572	143
573	143
574	143
575	144
576	142
577	141
578	142
579	145
580	144
581	146
582	147
583	149
584	149
585	148
586	150
587	153
588	153
589	155
590	155
591	153
592	150
593	149
594	149
595	149
596	152
597	152
598	153
599	151
600	154
601	156
602	156
603	156
604	155
605	156
606	156
607	157
608	156
609	159
610	159
611	159
612	158
613	160
614	160
615	158
616	156
617	156
618	157
619	155
620	153
621	153
622	152
623	154
624	157
625	158
626	159
627	159
628	160
629	159
630	157
631	156
632	155
633	155
634	155
635	153
636	153
637	152
638	152
639	151
640	150
641	149
642	151
643	152
644	153
645	153
646	153
647	154
648	154
649	153
650	152
651	152
652	151
653	150
654	149
655	149
656	149
657	151
658	155
659	156
660	156
661	155
662	154
663	152
664	151
665	153
666	152
667	153
668	152
669	153
670	152
671	150
672	149
673	149
674	150
675	152
676	153
677	153
678	152
679	154
680	156
681	156
682	156
683	155
684	153
685	152
686	150
687	149
688	148
689	147
690	146
691	146
692	146
693	144
694	142
695	143
696	142
697	144
698	145
699	144
700	142
701	142
702	140
703	138
704	139
705	141
706	141
707	140
708	140
709	140
710	141
711	142
712	143
713	141
714	144
715	144
716	143
717	143
718	144
719	145
720	140
721	140
722	138
723	136
724	133
725	131
726	132
727	134
728	133
729	132
730	132
731	129
732	131
733	128
734	130
735	132
736	133
737	133
738	128
739	130
740	131
741	132
742	131
743	132
744	131
745	133
746	132
747	133
748	134
749	133
750	133
751	129
752	130
753	131
754	134
755	132
756	133
757	134
758	133
759	131
760	132
761	134
762	135
763	135
764	137
765	137
766	136
767	135
768	136
769	135
770	139
771	138
772	137
773	137
774	137
775	138
776	141
777	142
778	140
779	140
780	141
781	141
782	141
783	141
784	142
785	143
786	142
787	143
788	143
789	142
790	143
791	143
792	141
793	141
794	137
795	140
796	139
797	137
798	137
799	135
800	137
801	135
802	133
803	135
804	138
805	139
806	138
807	135
808	135
809	134
810	133
811	132
812	132
813	132
814	130
815	133
816	134
817	135
818	135
819	134
820	135
821	135
822	137
823	137
824	137
825	138
826	138
827	138
828	138
829	138
830	137
831	136
832	135
833	136
834	134
835	134
836	133
837	134
838	134
839	135
840	134
841	135
842	134
843	133
844	133
845	133
846	133
847	133
848	134
849	135
850	135
851	136
852	137
853	137
854	138
855	137
856	137
857	139
858	139
859	139
860	139
861	139
862	140
863	142
864	143
865	143
866	143
867	141
868	141
869	140
870	138
871	136
872	137
873	137
874	137
875	137
876	140
877	142
878	141
879	139
880	142
881	143
882	141
883	141
884	142
885	141
886	140
887	142
888	144
889	144
890	145
891	143
892	141
893	143
894	142
895	141
896	139
897	135
898	135
899	135
900	136
901	135
902	134
903	133
904	132
905	132
906	133
907	133
908	133
909	134
910	134
911	134
912	134
913	134
914	134
915	134
916	135
917	134
918	133
919	133
920	131
921	131
922	131
923	135
924	134
925	137
926	136
927	135
928	135
929	133
930	135
931	133
932	134
933	134
934	133
935	135
936	134
937	133
938	134
939	133
940	136
941	133
942	130
943	130
944	128
945	128
946	129
947	130
