position	frequency
1	1
2	2
3	2
4	3
5	6
6	7
7	10
8	12
9	12
10	14
11	14
12	14
13	15
14	15
15	18
16	19
17	23
18	23
19	24
20	25
21	25
22	27
23	27
24	28
25	28
26	29
27	29
28	31
29	31
30	32
31	32
32	34
33	36
34	37
35	37
36	37
37	39
38	40
39	43
40	43
41	43
42	43
43	45
44	45
45	46
46	47
47	48
48	49
49	49
50	49
51	51
52	52
53	53
54	53
55	53
56	53
57	53
58	54
59	56
60	57
61	59
62	59
63	59
64	59
65	60
66	60
67	60
68	61
69	62
70	62
71	62
72	63
73	65
74	66
75	69
76	70
77	70
78	70
79	71
80	71
81	71
82	72
83	74
84	74
85	74
86	75
87	75
88	75
89	75
90	75
91	75
92	75
93	75
94	76
95	76
96	77
97	78
98	79
99	79
100	81
101	82
102	85
103	87
104	87
105	88
106	89
107	89
108	90
109	92
110	94
111	95
112	95
113	96
114	96
115	96
116	95
117	97
118	97
119	99
120	100
121	100
122	101
123	103
124	105
125	109
126	112
127	113
128	116
129	117
130	118
131	120
132	121
133	121
134	121
135	121
136	123
137	125
138	125
139	125
140	124
141	126
142	125
143	125
144	125
145	125
146	127
147	127
148	130
149	133
150	132
151	131
152	129
153	130
154	130
155	131
156	132
157	134
158	135
159	136
160	134
161	134
162	133
163	132
164	133
165	134
166	134
167	134
168	134
169	133
170	130
171	132
172	131
173	133
174	133
175	134
176	133
177	136
178	139
179	137
180	136
181	137
182	138
183	138
184	137
185	138
186	138
187	141
188	140
189	143
190	143
191	144
192	145
193	144
194	145
195	144
196	145
197	142
198	142
199	142
200	142
201	143
202	144
203	144
204	144
205	143
206	143
207	143
208	142
209	143
210	145
211	145
212	145
213	144
214	144
215	145
216	145
217	144
218	144
219	145
220	146
221	145
222	144
223	144
224	142
225	145
226	144
227	144
228	144
229	142
230	141
231	142
232	143
233	142
234	144
235	142
236	143
237	144
238	143
239	143
240	142
241	142
242	143
243	144
244	143
245	143
246	145
247	146
248	147
249	148
250	147
251	148
252	148
253	148
254	147
255	148
256	148
257	145
258	143
259	145
260	144
261	144
262	142
263	141
264	142
265	143
266	144
267	144
268	144
269	142
270	142
271	139
272	138
273	139
274	139
275	137
276	135
277	138
278	139
279	138
280	138
281	136
282	136
283	138
284	137
285	138
286	138
287	140
288	139
289	138
290	138
291	138
292	137
293	138
294	138
295	137
296	137
297	137
298	138
299	140
300	142
301	141
302	141
303	138
304	136
305	136
306	136
307	136
308	136
309	139
310	140
311	140
312	140
313	143
314	144
315	143
316	145
317	143
318	138
319	139
320	138
321	139
322	139
323	138
324	138
325	141
326	142
327	143
328	142
329	142
330	141
331	139
332	139
333	140
334	143
335	144
336	144
337	143
338	143
339	144
340	143
341	145
342	147
343	147
344	146
345	147
346	146
347	148
348	148
349	149
350	150
351	149
352	150
353	149
354	148
355	148
356	145
357	143
358	143
359	145
360	146
361	146
362	145
363	144
364	145
365	147
366	148
367	148
368	147
369	148
370	148
371	148
372	149
373	147
374	147
375	148
376	147
377	147
378	149
379	150
380	151
381	151
382	153
383	152
384	152
385	151
386	151
387	151
388	152
389	152
390	153
391	152
392	154
393	153
394	152
395	150
396	151
397	152
398	152
399	151
400	150
401	152
402	151
403	152
404	151
405	150
406	149
407	150
408	149
409	146
410	146
411	146
412	144
413	145
414	148
415	150
416	151
417	149
418	147
419	151
420	150
421	149
422	149
423	149
424	152
425	153
426	152
427	151
428	152
429	149
430	147
431	147
432	147
433	144
434	145
435	145
436	146
437	146
438	148
439	147
440	148
441	148
442	147
443	148
444	149
445	148
446	147
447	146
448	146
449	146
450	146
451	146
452	145
453	145
454	145
455	144
456	142
457	141
458	142
459	142
460	143
461	144
462	143
463	144
464	144
465	146
466	143
467	144
468	142
469	141
470	141
471	139
472	140
473	141
474	137
475	137
476	138
477	138
478	141
479	143
480	139
481	142
482	142
483	141
484	142
485	143
486	141
487	141
488	141
489	141
490	141
491	141
492	140
493	139
494	141
495	143
496	143
497	144
498	146
499	147
500	146
501	145
502	145
503	145
504	144
505	141
506	141
507	142
508	141
509	139
510	140
511	138
512	137
513	136
514	137
515	138
516	138
517	139
518	137
519	138
520	138
521	136
522	140
523	139
524	137
525	138
526	138
527	139
528	137
529	137
530	135
531	135
532	136
533	135
534	136
535	135
536	134
537	135
538	136
539	134
540	135
541	137
542	135
543	137
544	138
545	136
546	135
547	135
548	135
549	136
550	136
551	135
552	136
553	137
554	136
555	137
556	137
557	137
558	137
559	137
560	139
561	140
562	140
563	140
564	139
