position	frequency
1	491.96
2	492.01
3	492.06
4	492.61
5	492.29
6	491.21
7	492.42
8	492.08
9	492.31
10	492.02
11	492.7
12	492.13
13	491.06
14	491.55
15	491.31
16	491.93
17	491.65
18	491.54
19	491.59
20	490.53
21	491.45
22	491.92
23	491.83
24	490.52
25	491.57
26	491.03
27	491.54
28	492.3
29	492.09
30	491.37
31	492.02
32	491.23
33	492.07
34	491.7
35	491.72
36	492.08
37	491.35
38	491.9
39	491.34
40	492.65
41	491.72
42	491.28
43	492.01
44	498.71
45	484.8
46	483.76
47	485.38
48	484.59
49	485.38
50	485.3
51	485.79
52	484.61
53	485.47
54	485.2
55	484.41
56	484.89
57	484.61
58	484.66
59	485.43
60	485.73
61	485.3
62	484.23
63	485.59
64	485.33
65	485.58
66	485.25
67	484.61
68	484.97
69	485.11
70	484.91
71	484.65
72	484.41
73	484.47
74	484.49
75	484.3
76	484.14
77	484.73
78	484.26
79	484.42
80	484.94
81	484.8
82	484.38
83	483.63
84	483.07
85	483.48
86	482.91
87	482.59
88	484.08
89	483.63
90	483.63
91	483.12
92	482.9
93	483.64
94	483.17
95	484.51
96	484.43
97	483.27
98	483.57
99	484.12
100	484.16
101	482.78
102	482.28
103	482.53
104	483.05
105	483.36
106	483.2
107	482.71
108	483.09
109	483.69
110	482.78
111	482.71
112	483.1
113	482.44
114	483.81
115	483.05
116	482.98
117	482.39
118	482.83
119	483.1
120	482.57
121	483.25
122	482.69
123	482.65
124	483
125	482.6
126	483.47
127	484.04
128	484.28
129	483.12
130	484.2
131	483.45
132	483.11
133	483.92
134	484.51
135	484.56
136	484.19
137	483.66
138	484.06
139	484.67
140	484.85
141	484.02
142	484.97
143	485.41
144	484.34
145	484.7
146	485.44
147	484.55
148	485.82
149	484.25
150	485.02
151	485.6
152	484.53
153	485.97
154	485.26
155	484.96
156	485.37
157	485.93
158	485.84
159	485.67
160	485.88
161	485.43
162	486.13
163	484.4
164	484.33
165	484.91
166	484.17
167	484.93
168	484.16
169	483.88
170	483.48
171	483.66
172	484.34
173	484.19
174	483.74
175	483.14
176	483.11
177	483.85
178	483.45
179	483.34
180	483.31
181	482.6
182	483.19
183	483.1
184	483.5
185	483
186	482.99
187	482.59
188	483.31
189	482.19
190	482.85
191	483.43
192	482.39
193	483.08
194	483.42
195	482.87
196	482.72
197	483.28
198	482.72
199	483.43
200	483.24
201	482.67
202	483.61
203	482.27
204	483.36
205	482.75
206	483.14
207	483.21
208	483.99
209	483.57
210	484.27
211	483.71
212	482.62
213	483.17
214	482.76
215	482.95
216	483.67
217	482.71
218	483.21
219	482.52
220	482.42
221	484.05
222	483.4
223	482.68
224	482.88
225	483.44
226	484.12
227	483.52
228	482.75
229	483.88
230	483.37
231	483.73
232	483.3
233	483.72
234	483.58
235	484.06
236	483.6
237	482.74
238	482.83
239	483.52
240	483.04
241	483.28
242	482.55
243	483.83
244	481.65
245	482.62
246	483.18
247	481.85
248	481.9
249	484.27
250	482.32
251	482.18
252	482.95
253	483.09
254	483.71
255	484.33
