position	frequency
20	1
21	1
22	1
23	1
24	2
25	3
26	4
27	4
28	4
29	4
30	4
31	4
32	4
33	4
34	4
35	4
36	4
37	4
38	4
39	4
40	4
41	4
42	4
43	4
44	4
45	4
46	4
47	4
48	4
49	4
50	5
51	5
52	5
53	5
54	5
55	5
56	5
57	5
58	5
59	5
60	5
61	5
62	5
63	5
64	5
65	5
66	5
67	5
68	6
69	6
70	7
71	7
72	7
73	7
74	7
75	7
76	7
77	7
78	7
79	7
80	7
81	7
82	7
83	7
84	7
85	7
86	7
87	7
88	7
89	7
90	7
91	7
92	7
93	7
94	7
95	7
96	7
97	7
98	7
99	7
100	7
101	7
102	7
103	7
104	7
105	7
106	7
107	7
108	7
109	7
110	7
111	7
112	7
113	7
114	7
115	7
116	7
117	7
118	7
119	7
120	7
121	7
122	7
123	7
124	7
125	7
126	7
127	7
128	7
129	7
130	7
131	7
132	7
133	7
134	7
135	7
136	7
137	7
138	7
139	7
140	7
141	7
142	7
143	7
144	7
145	7
146	7
147	7
148	7
149	7
150	7
151	7
152	7
153	7
154	7
155	7
156	7
157	7
158	7
159	7
160	7
161	7
162	7
163	7
164	7
165	7
166	7
167	7
168	7
169	7
170	7
171	7
172	7
173	7
174	7
175	7
176	7
177	7
178	7
179	7
180	7
181	7
182	7
183	7
184	7
185	7
186	7
187	7
188	7
189	7
190	7
191	7
192	7
193	7
194	7
195	7
196	7
197	7
198	7
199	7
200	7
201	7
202	7
203	7
204	7
205	7
206	7
207	7
208	7
209	7
210	7
211	7
212	7
213	7
214	7
215	7
216	7
217	7
218	7
219	7
220	7
221	7
222	7
223	7
224	7
225	7
226	7
227	7
228	7
229	7
230	7
231	7
232	7
233	7
234	7
235	7
236	7
237	7
238	7
239	7
240	7
241	7
242	7
243	7
244	7
245	7
246	8
247	9
248	9
249	9
250	9
251	9
252	9
253	9
254	9
255	9
256	9
257	9
258	10
259	10
260	10
261	10
262	10
263	10
264	10
265	10
266	10
267	11
268	11
269	11
270	11
271	11
272	11
273	11
274	11
275	11
276	11
277	11
278	11
279	11
280	11
281	11
282	11
283	11
284	11
285	12
286	12
287	12
288	12
289	12
290	12
291	12
292	12
293	12
294	12
295	13
296	13
297	13
298	13
299	13
300	13
301	13
302	13
303	13
304	13
305	13
306	14
307	14
308	14
309	14
310	14
311	14
312	14
313	14
314	14
315	15
316	15
317	16
318	16
319	16
320	16
321	16
322	16
323	16
324	16
325	16
326	16
327	16
328	16
329	16
330	16
331	16
332	16
333	16
334	17
335	17
336	17
337	17
338	17
339	17
340	17
341	17
342	17
343	18
344	18
345	18
346	18
347	18
348	18
349	18
350	18
351	18
352	18
353	18
354	18
355	18
356	18
357	18
358	18
359	17
360	17
361	18
362	17
363	17
364	17
365	17
366	17
367	17
368	17
369	16
370	16
371	15
372	16
373	17
374	17
375	17
376	17
377	17
378	17
379	17
380	17
381	17
382	17
383	17
384	17
385	18
386	18
387	18
388	18
389	19
390	19
391	19
392	19
393	19
394	19
395	19
396	19
397	20
398	20
399	20
400	20
401	21
402	21
403	22
404	22
405	22
406	22
407	22
408	22
409	22
410	22
411	22
412	22
413	22
414	22
415	22
416	22
417	22
418	22
419	22
420	22
421	23
422	23
423	23
424	23
425	23
426	22
427	22
428	22
429	22
430	22
431	22
432	21
433	21
434	21
435	21
436	21
437	21
438	22
439	22
440	23
441	23
442	23
443	23
444	23
445	23
446	23
447	23
448	23
449	23
450	23
451	23
452	23
453	23
454	23
455	23
456	23
457	23
458	23
459	23
460	23
461	23
462	23
463	23
464	23
465	23
466	23
467	23
468	23
469	23
470	23
471	23
472	23
473	23
474	23
475	23
476	23
477	23
478	23
479	23
480	23
481	23
482	23
483	23
484	23
485	23
486	23
487	23
488	23
489	23
490	23
491	23
492	23
493	23
494	23
495	23
496	23
497	23
498	23
499	23
500	23
501	23
502	23
503	23
504	23
505	23
506	23
507	23
508	24
509	25
510	25
511	25
512	25
513	25
514	25
515	25
516	25
517	25
518	25
519	25
520	25
521	25
522	25
523	25
524	26
525	26
526	26
527	26
528	26
529	26
530	26
531	26
532	26
533	26
534	26
535	26
536	26
537	26
538	26
539	26
540	26
541	26
542	26
543	26
544	26
545	26
546	26
547	26
548	26
549	26
550	26
551	27
552	27
553	27
554	27
555	27
556	27
557	29
558	29
559	29
560	29
561	29
562	30
563	30
564	30
565	30
566	30
567	30
568	30
569	30
570	30
571	30
572	30
573	31
574	31
575	31
576	31
577	31
578	31
579	31
580	31
581	31
582	31
583	31
584	31
585	31
586	31
587	30
588	30
589	31
590	31
591	31
592	31
593	31
594	31
595	31
596	31
597	32
598	32
599	32
600	32
601	32
602	32
603	32
604	32
605	32
606	32
607	32
608	31
609	30
610	29
611	29
612	29
613	29
614	29
615	29
616	29
617	29
618	28
619	28
620	28
621	28
622	28
623	28
624	28
625	28
626	28
627	28
628	28
629	28
630	28
631	27
632	28
633	28
634	28
635	28
636	28
637	28
638	29
639	30
640	30
641	30
642	30
643	30
644	30
645	30
646	30
647	30
648	30
649	30
650	30
651	30
652	31
653	31
654	30
655	31
656	31
657	31
658	31
659	31
660	30
661	31
662	31
663	30
664	30
665	31
666	31
667	31
668	31
669	31
670	30
671	30
672	30
673	30
674	30
675	30
676	30
677	30
678	30
679	30
680	30
681	30
682	30
683	30
684	30
685	30
686	31
687	31
688	31
689	31
690	31
691	32
692	33
693	33
694	33
695	33
696	33
697	32
698	32
699	32
700	32
701	32
702	32
703	32
704	32
705	32
706	32
707	32
708	33
709	33
710	32
711	31
712	31
713	31
714	31
715	31
716	31
717	32
718	32
719	32
720	32
721	32
722	32
723	32
724	32
725	32
726	33
727	33
728	32
729	32
730	32
731	32
732	32
733	32
734	32
735	32
736	32
737	31
738	31
739	31
740	30
741	29
742	29
743	28
744	27
745	27
746	27
747	27
748	27
749	27
750	27
751	27
752	28
753	28
754	28
755	28
756	28
757	28
758	28
759	28
760	28
761	28
762	28
763	29
764	29
765	29
766	29
767	29
768	29
769	29
770	29
771	29
772	29
773	29
774	29
775	28
776	28
777	28
778	28
779	28
780	28
781	28
782	28
783	28
784	29
785	29
786	29
787	29
788	29
789	29
790	29
791	29
792	29
793	29
794	29
795	29
796	29
797	29
798	29
799	29
800	29
801	29
802	29
803	29
804	29
805	29
806	29
807	29
808	29
809	29
810	29
811	29
812	29
813	29
814	29
815	29
816	30
817	30
818	30
819	30
820	30
821	30
822	30
823	30
824	29
825	29
826	29
827	29
828	30
829	30
830	30
831	30
832	30
833	30
834	30
835	31
836	31
837	31
838	31
839	31
840	31
841	31
842	31
843	31
844	31
845	31
846	32
847	32
848	32
849	32
850	32
851	32
852	32
853	32
854	32
855	32
856	31
857	31
858	31
859	30
860	30
861	30
862	30
863	30
864	30
865	30
866	30
867	30
868	30
869	30
870	30
871	31
872	31
873	31
874	30
875	30
876	30
877	30
878	30
879	30
880	30
881	30
882	30
883	30
884	30
885	30
886	30
887	30
888	30
889	30
890	30
891	30
892	30
893	30
894	30
895	30
896	30
897	30
898	30
899	30
900	30
901	30
902	30
903	30
904	30
905	31
906	31
907	30
908	30
909	30
910	30
911	30
912	30
913	30
914	30
915	30
916	29
917	29
918	29
919	29
920	29
921	29
922	29
923	28
924	27
925	27
926	27
927	27
928	27
929	27
930	26
931	26
932	26
933	26
934	27
935	27
936	27
937	27
938	27
939	26
940	26
941	26
942	26
943	26
944	26
945	26
946	26
947	26
948	26
949	26
950	26
951	26
952	26
953	26
954	26
955	27
956	27
957	26
958	26
959	26
960	26
961	26
962	26
963	26
964	27
965	27
966	27
967	27
968	27
969	27
970	27
971	27
972	27
973	27
974	26
975	26
976	27
977	27
978	27
979	26
980	26
981	26
982	26
983	26
984	26
985	25
986	25
987	24
988	24
989	24
990	24
991	24
992	24
993	24
994	23
995	23
996	23
997	23
998	23
999	23
1000	24
1001	24
1002	24
1003	25
1004	24
1005	24
1006	24
1007	24
1008	24
1009	24
1010	24
1011	23
1012	23
1013	23
1014	23
1015	23
1016	23
1017	23
1018	24
1019	24
1020	24
1021	25
1022	25
1023	25
1024	26
1025	25
1026	25
1027	25
1028	25
1029	25
1030	25
1031	25
1032	26
1033	26
1034	26
1035	26
1036	26
1037	26
1038	26
1039	26
1040	26
1041	26
1042	26
1043	26
1044	26
1045	26
1046	26
1047	26
1048	26
1049	26
1050	26
1051	26
1052	25
1053	25
1054	25
1055	24
1056	24
1057	24
1058	24
1059	24
1060	24
1061	25
1062	25
1063	25
1064	25
1065	25
1066	25
1067	25
1068	25
1069	25
1070	25
1071	25
1072	26
1073	26
1074	25
1075	24
1076	24
1077	24
1078	24
1079	24
1080	23
1081	23
1082	23
1083	24
1084	23
1085	23
1086	23
1087	25
1088	25
1089	25
1090	25
1091	26
1092	26
1093	26
1094	26
1095	26
1096	27
1097	27
1098	27
1099	27
1100	27
1101	27
1102	27
1103	27
1104	27
1105	27
1106	27
1107	27
1108	27
1109	27
1110	27
1111	27
1112	27
1113	27
1114	27
1115	27
1116	27
1117	27
1118	27
1119	27
1120	27
1121	27
1122	27
1123	27
1124	27
1125	27
1126	27
1127	27
1128	27
1129	28
1130	28
1131	28
1132	28
1133	28
1134	28
1135	28
1136	28
1137	28
1138	28
1139	28
1140	29
1141	29
1142	29
1143	30
1144	31
1145	31
1146	31
1147	31
1148	31
1149	31
1150	31
1151	31
1152	31
1153	31
1154	31
1155	30
1156	29
1157	29
1158	28
1159	28
1160	28
1161	28
1162	28
1163	28
1164	28
1165	28
1166	28
1167	28
1168	28
1169	28
1170	28
1171	28
1172	28
1173	28
1174	28
1175	28
1176	28
1177	28
1178	28
1179	28
1180	28
1181	28
1182	28
1183	28
1184	28
1185	28
1186	27
1187	27
1188	27
1189	27
1190	27
1191	28
1192	28
1193	28
1194	28
1195	28
1196	27
1197	27
1198	27
1199	27
1200	27
1201	27
1202	27
1203	27
1204	26
1205	26
1206	26
1207	26
1208	27
1209	27
1210	27
1211	27
1212	28
1213	28
1214	28
1215	29
1216	29
1217	29
1218	29
1219	29
1220	29
1221	29
1222	29
1223	29
1224	29
1225	29
1226	29
1227	29
1228	29
1229	29
1230	29
1231	29
1232	29
1233	29
1234	29
1235	29
1236	28
1237	28
1238	28
1239	28
1240	28
1241	28
1242	28
1243	28
1244	28
1245	28
1246	28
1247	28
1248	28
1249	28
1250	28
1251	28
1252	28
1253	28
1254	28
1255	28
1256	28
1257	28
1258	28
1259	28
1260	28
1261	28
1262	28
1263	28
1264	28
1265	28
1266	28
1267	29
1268	29
1269	29
1270	29
1271	29
1272	29
1273	29
1274	29
1275	29
1276	28
1277	28
1278	27
1279	27
1280	27
1281	27
1282	27
1283	27
1284	27
1285	27
1286	27
1287	27
1288	27
1289	27
1290	27
1291	27
1292	27
1293	27
1294	27
1295	27
1296	26
1297	26
1298	26
1299	26
1300	26
1301	26
1302	26
1303	26
1304	26
1305	26
1306	26
1307	26
1308	26
1309	26
1310	26
1311	27
1312	28
1313	28
1314	28
1315	28
1316	28
1317	29
1318	29
1319	29
1320	29
1321	30
1322	30
1323	29
1324	28
1325	28
1326	28
1327	28
1328	29
1329	29
1330	29
1331	29
1332	29
1333	29
1334	30
1335	30
1336	30
1337	31
1338	31
1339	31
1340	30
1341	30
1342	30
1343	30
1344	31
1345	31
1346	31
1347	31
1348	31
1349	30
1350	30
1351	29
1352	29
1353	29
1354	29
1355	28
1356	28
1357	28
1358	28
1359	28
1360	28
1361	27
1362	27
1363	26
1364	26
1365	26
1366	26
1367	27
1368	27
1369	27
1370	27
1371	27
1372	28
1373	28
1374	28
1375	28
1376	28
1377	28
1378	28
1379	28
1380	28
1381	28
1382	28
1383	28
1384	28
1385	28
1386	28
1387	28
1388	28
1389	28
1390	28
1391	28
1392	28
1393	28
1394	29
1395	29
1396	30
1397	30
1398	30
1399	30
1400	30
1401	30
1402	30
1403	30
1404	31
1405	31
1406	31
1407	31
1408	32
1409	32
1410	33
1411	33
1412	33
1413	33
1414	32
1415	32
1416	32
1417	33
1418	32
1419	32
1420	32
1421	32
1422	32
1423	32
1424	33
1425	33
1426	32
1427	32
1428	31
1429	31
1430	31
1431	31
1432	30
1433	31
1434	31
1435	31
1436	31
1437	31
1438	31
1439	31
1440	31
1441	30
1442	29
1443	29
1444	29
1445	29
1446	28
1447	29
1448	29
1449	29
1450	29
1451	29
1452	28
1453	28
1454	28
1455	28
1456	28
1457	28
1458	28
1459	28
1460	28
1461	28
1462	28
1463	27
1464	27
1465	27
1466	27
1467	27
1468	28
1469	28
1470	28
1471	29
1472	29
1473	29
1474	29
1475	29
1476	29
1477	29
1478	29
1479	29
1480	29
1481	29
1482	29
1483	29
1484	29
1485	29
1486	29
1487	29
1488	29
1489	29
1490	30
1491	30
1492	30
1493	30
1494	30
1495	30
1496	30
1497	30
1498	30
1499	31
1500	31
1501	31
1502	31
1503	31
1504	31
1505	30
1506	30
1507	30
1508	30
1509	30
1510	30
1511	30
1512	30
1513	30
1514	30
1515	30
1516	30
1517	31
1518	31
1519	31
1520	31
1521	30
1522	30
1523	30
1524	30
1525	30
1526	30
1527	30
1528	30
1529	30
1530	30
1531	30
1532	30
1533	30
1534	31
1535	31
1536	31
1537	32
1538	32
1539	32
1540	32
1541	32
1542	31
1543	31
1544	31
1545	31
1546	31
1547	31
1548	31
1549	31
1550	31
1551	31
1552	31
1553	31
1554	31
1555	31
1556	31
1557	31
1558	31
1559	31
1560	31
1561	31
1562	31
1563	31
1564	31
1565	31
1566	31
1567	31
1568	31
1569	31
1570	31
1571	31
1572	31
1573	31
1574	31
1575	31
1576	31
1577	31
1578	31
1579	31
1580	31
1581	30
1582	30
1583	30
1584	30
1585	30
1586	30
1587	30
1588	30
1589	30
1590	30
1591	30
