position	frequency
1	479.75
2	480.19
3	479.97
4	479.78
5	480.56
6	479.58
7	480.41
8	479.38
9	479.61
10	479.78
11	479.88
12	479.11
13	480.02
14	479.06
15	479.99
16	479.71
17	479.09
18	479.1
19	479.19
20	479.08
21	479.18
22	478.8
23	479.31
24	478.87
25	478.72
26	478.87
27	479.23
28	479.15
29	479.67
30	478.9
31	478.8
32	478.38
33	478.77
34	478.3
35	479.03
36	479.37
37	479.39
38	478.39
39	478.23
40	478.02
41	479.01
42	478.67
43	478.79
44	478.18
45	477.93
46	478.18
47	477.99
48	478.12
49	476.93
50	484.78
51	471.23
52	471.07
53	470.86
54	471.08
55	471.51
56	471.68
57	471.59
58	471.43
59	470.86
60	470.75
61	470.68
62	470.8
63	470.57
64	470.86
65	470.09
66	470.59
67	470.03
68	470.56
69	469.75
70	470.52
71	470.04
72	469.61
73	470.16
74	470.51
75	470.35
76	470.46
77	469.9
78	469.95
79	469.45
80	470.49
81	469.66
82	470.17
83	469.81
84	470.32
85	470.5
86	470.33
87	470.7
88	470.66
89	471.82
90	470.66
91	470.92
92	471.27
93	471.18
94	470.7
95	470.76
96	470.49
97	470.31
98	470.56
99	470.93
100	471
101	470.55
102	470.67
103	470.92
104	469.91
105	470.7
106	470.42
107	470.44
108	471.16
109	470.5
110	470.44
111	470.3
112	470.34
113	471.31
114	470.56
115	470.64
116	471.48
117	471.8
118	471.13
119	470.9
120	470.57
121	470.45
122	470.71
123	470.61
124	469.95
125	470.56
126	470.72
127	470.55
128	470.69
129	469.95
130	470.6
131	470.76
132	470.02
133	469.98
134	470.53
135	470.57
136	470.51
137	470.39
138	470.38
139	470.28
140	470.7
141	470.87
142	470.55
143	470.71
144	470.8
145	470.36
146	470.71
147	469.9
148	470.38
149	470.17
150	470.5
151	469.96
152	470.16
153	470.29
154	469.65
155	469.45
156	469.74
157	469.27
158	469.54
159	469.61
160	469.29
161	469.44
162	469.73
163	469.01
164	468.31
165	469
166	468.89
167	469.23
168	469.63
169	469.09
170	469.51
171	469.27
172	468.97
173	469.44
174	469.51
175	469.37
176	469.4
177	470.31
178	470.44
179	470.39
180	470.04
181	470.37
182	470.01
183	470
184	469.92
185	469.84
186	470.14
187	469.96
188	470.85
189	469.82
190	469.9
191	470.62
192	470.38
193	469.85
194	470.13
195	470.74
196	470.12
197	469.46
198	469.42
199	470.1
200	468.87
201	469.42
202	470.18
203	468.94
204	469.4
205	469.45
206	469.36
207	468.64
208	468.86
209	468.61
210	468.68
211	468.57
212	468.92
213	469.09
214	469.63
215	468.91
216	469.37
217	469.26
218	468.73
219	468.43
220	469.6
221	469.11
222	468.41
223	468.71
224	468.44
225	468.65
226	468.19
227	467.7
228	468.08
229	468.1
230	468.03
231	468.02
232	467.4
233	468.22
234	468.55
235	468.18
236	468.24
237	468.58
238	468.78
239	468.79
240	468.69
241	468.75
242	469.72
243	468.55
244	469.33
245	468.31
246	468.55
247	469.17
248	468.71
249	468.86
250	469.13
251	469.45
252	468.69
253	469.52
254	468.9
255	468.39
256	467.95
257	469.53
258	468.6
259	468.09
260	468.28
261	468.18
262	468.07
263	467.85
264	468.04
265	468.1
266	467.86
267	467.37
268	468.2
269	468.51
270	468.61
271	467.75
272	467.25
273	467.37
274	467.04
275	467.17
276	467.47
277	467.52
278	467.68
279	467.2
280	467.31
281	466.43
282	466.72
283	467.06
284	466.92
285	467.61
286	467.43
287	466.22
288	467.47
289	467.69
290	467.24
291	466.99
292	467.81
293	467.14
294	467.65
295	467.16
296	467.76
297	467.1
298	467.31
299	467.05
300	467.47
301	466.67
302	467.03
303	467.01
304	467.4
305	467.3
306	467.56
307	468
308	466.91
309	467.43
310	468.18
311	467.25
312	467.27
313	467.47
314	468.18
315	468.07
316	467.21
317	467.09
318	467.65
319	467.29
320	467.36
321	468.16
322	467.6
323	467.89
