position	frequency
1	484.64
2	483
3	483.72
4	483.4
5	483.89
6	483.27
7	483.52
8	483.78
9	483.65
10	483.01
11	483.39
12	483.47
13	482.79
14	483.11
15	482.51
16	482.57
17	483.82
18	482.31
19	482.45
20	482.06
21	482.77
22	482.04
23	482.95
24	482.79
25	482.83
26	481.98
27	482.31
28	482.12
29	481.63
30	482.34
31	482.15
32	482.14
33	482.18
34	482.19
35	482.44
36	482.06
37	481
38	481.58
39	480.77
40	480.88
41	481.06
42	481.24
43	487.53
44	474.49
45	474.65
46	474.94
47	475.1
48	475.06
49	474.59
50	474.98
51	474.45
52	474.73
53	475.23
54	474.88
55	475.18
56	475.27
57	475.2
58	474.5
59	475.57
60	474.78
61	474.3
62	475.1
63	474.63
64	475.08
65	474.98
66	474.53
67	474.75
68	474.51
69	474.79
70	474.76
71	474.45
72	474.27
73	474.61
74	473.84
75	474.08
76	473.98
77	473.56
78	474.26
79	474.04
80	473.9
81	474.1
82	473.73
83	474.36
84	474.14
85	474.08
86	473.97
87	475.27
88	474.67
89	475.27
90	474.29
91	474.45
92	473.97
93	473.96
94	474.03
95	474.36
96	473.61
97	473.55
98	473.65
99	474.08
100	473.5
101	473.79
102	473.62
103	474.06
104	474.14
105	473.64
106	474.51
107	474.06
108	474.23
109	473.6
110	473.55
111	473.36
112	473.98
113	473.42
114	474.01
115	472.9
116	473.58
117	473.4
118	473.29
119	473.38
120	473.38
121	473.74
122	473.19
123	473.73
124	473.3
125	473.3
126	473.69
127	473.46
128	474.1
129	473.24
130	473.81
131	473.2
132	472.37
133	473.04
134	473.26
135	472.81
136	472.52
137	472.17
138	473.45
139	472.75
140	472.58
141	472.47
142	472.65
143	472.9
144	471.91
145	471.48
146	471.93
147	471.98
148	471.79
149	471.25
150	472.3
151	471.79
152	472.62
153	472.03
154	471.32
155	471.89
156	471
157	471.83
158	471.41
159	471.5
160	471.69
161	472.34
162	471.38
163	472.38
164	472.44
165	472.36
166	471.93
167	472.02
168	472.54
169	471.35
170	471.91
171	471.44
172	471.36
173	471.78
174	471.35
175	471.66
176	471.79
177	471.7
178	471.03
179	471.62
180	470.61
181	471.84
182	471.44
183	471.21
184	471.34
185	472.33
186	471.66
187	471.66
188	471.14
189	471.29
190	471.2
191	470.96
192	472.08
193	471.73
194	471.35
195	471.14
196	471.76
197	471.56
198	472.02
199	471.69
200	470.95
201	471.18
202	470.48
203	471.33
204	470.98
205	471.17
206	470.94
207	470.2
208	470.13
209	470.77
210	470.72
211	471.36
212	470.81
213	470.44
214	469.97
215	470.83
216	470.77
217	471.32
218	471.36
219	470.99
220	471.6
221	471.22
222	470.71
223	471.18
224	470.76
225	471.22
226	470.78
227	470.59
228	470.72
229	470.85
230	469.87
231	469.76
232	469.71
233	470.2
234	470.44
235	470.28
236	469.99
237	469.47
238	469.51
239	470.48
240	470.43
241	469.91
242	470.07
243	470.25
244	470.19
245	469.57
246	471.11
247	471.11
248	471.31
249	470.55
250	470.42
251	470.07
252	470.24
253	470.14
254	470.2
255	469.91
256	469.72
257	470.51
258	469.82
259	469.99
260	470.02
261	469.83
262	469.71
263	469.37
264	469.16
265	469.53
266	469.37
267	468.68
268	469.39
269	468.72
270	468.35
271	468.7
272	469.13
273	468.93
274	468.53
275	468.58
276	468.33
277	468.6
278	468.88
279	468.59
280	468.3
281	469.3
282	469.06
283	468.44
284	468.51
285	468.54
286	468.69
287	468.5
288	468.64
289	469.07
290	469.34
291	469.77
292	468.79
293	468.75
294	469.19
295	468.17
296	468.97
297	469.45
298	468.52
299	469.17
300	469.64
301	469.83
302	470.32
303	469.92
304	469.74
305	469.49
306	470.08
307	470.39
308	470.22
309	469.69
310	469.62
311	469.24
312	469.39
313	470.18
314	469.72
315	469.12
316	469.47
317	468.9
318	469.52
319	470.38
320	469.3
321	469.83
322	469.03
323	469.62
324	469.27
325	468.69
326	469.48
327	468.92
328	468.38
329	468.27
330	468.62
331	468.69
332	469.36
333	468.16
334	468.23
335	468.93
336	468.35
337	468.57
338	469.21
339	468.37
340	469.22
341	468.48
342	468.72
343	468.87
344	468.87
345	469.57
346	468.47
347	468.99
348	469.67
349	468.98
350	468.54
351	468.65
352	468.63
353	469.04
354	468.29
355	469.07
356	468.18
357	469.01
358	469.08
359	468.42
360	468.76
361	468.2
362	468.47
363	467.54
364	467.89
365	468.18
366	468.12
367	467.38
368	467.88
369	468.64
370	467.65
371	467.91
372	466.77
373	467.58
374	467.81
375	466.85
376	467.58
377	466.78
378	466.92
379	466.83
380	468.5
381	468.05
382	468.03
383	467.16
384	467.89
385	468.22
386	468.07
387	467.96
388	467.99
389	467.66
390	467.65
391	467.7
392	467.13
393	467.65
394	467.95
395	467.68
396	468.11
397	467.74
398	467.86
399	467.52
400	467.76
401	468.34
402	467.31
403	467.33
404	467.14
405	466.83
406	468.45
407	468.1
408	467.39
409	467.46
410	467.79
411	467.19
412	468.03
413	467.82
414	467.68
415	466.88
416	467.56
417	467.46
418	466.84
419	467.16
420	467.23
421	467.62
422	467.43
423	467.5
424	466.63
425	466.28
426	467.31
427	466.69
428	467.23
429	466.85
430	467.26
431	467.04
432	467.48
433	468.37
434	467.82
435	467.97
436	467.49
437	467.8
438	468.36
439	467.3
440	468.2
441	467.46
442	467.13
443	466.96
444	467.71
445	467
446	467.19
447	467.26
448	466.41
449	467.12
450	467.25
451	467.07
452	468.19
453	468.03
454	466.81
455	467.22
456	467.26
457	466.66
458	467.15
459	467.32
460	466.95
461	467.95
462	467.67
463	468.17
464	468.25
465	467.65
466	468.1
467	467.87
468	467.32
469	467.41
470	467
471	467.18
472	467.95
473	467.18
474	467.36
475	466.98
476	466.71
477	466.42
478	466.71
479	466.88
480	466.95
481	465.96
482	466.49
483	466.02
484	466.92
485	467.22
486	467.79
487	467.01
488	467.63
489	467.06
490	467.27
491	467.04
492	467.27
493	466.75
494	466.26
495	466.89
496	467.03
497	467.4
498	466.72
499	466.63
500	466.87
501	466.46
502	466.14
503	467.34
504	466.45
505	466.71
506	465.46
507	466.27
508	465.27
509	466.5
510	466.37
511	465.98
512	465.91
513	465.72
514	466.13
515	466.55
516	465.79
517	466.35
518	466.5
519	466.18
520	465.35
521	465.66
522	466.05
523	465.9
524	466.05
525	465.98
526	465.78
527	465.09
528	464.84
529	465.35
530	465.77
531	465.87
532	465.48
533	465.82
534	465.44
535	465.01
536	465.87
537	465.32
538	465.88
539	464.97
540	465.07
541	465.25
542	465.55
543	465.42
544	464.86
545	465.68
546	465.96
547	465.54
548	465.71
549	464.3
550	464.94
551	464.75
552	464.17
553	465
554	465.27
555	465.43
556	465.13
557	465.64
558	464.98
559	465.58
560	464.8
561	464.91
562	465.37
563	464.51
564	464.96
565	464.66
566	464.71
567	464.46
568	465.05
569	465.06
570	464.82
571	465.06
572	465.41
573	465.18
574	464.81
575	465.66
576	465.06
577	466.1
578	465.88
579	466.04
580	465.61
581	465.46
582	465.13
583	465
584	465.65
585	466.42
586	466.31
587	466.17
588	466.17
589	466.55
590	466.17
591	465.99
592	466.33
593	466.16
594	466.1
595	466.41
596	466.39
597	465.96
598	465.81
599	465.25
600	465.71
601	464.71
602	464.73
603	465.01
604	464.81
605	465.13
606	465.49
607	465.46
608	465.27
609	464.86
610	465.21
611	464.16
612	464.06
613	463.97
614	464.36
615	464.48
616	464.05
617	464.14
618	463.75
619	464.44
620	464.13
621	464.87
622	464.52
623	464.27
624	464.69
625	463.59
626	464.19
627	464.4
628	464.03
629	464.98
630	464.4
631	463.46
632	463.8
633	463.68
634	463.3
635	463.33
636	463.27
637	463.16
638	464.18
639	463.7
640	463.67
641	464.28
642	464.02
643	464.45
644	464.74
645	464.5
646	464.13
647	464.3
648	464.53
649	464.65
650	464.67
651	464.28
652	464.36
653	464.53
654	465.04
655	464.34
656	463.91
657	463.74
658	464.12
659	464.62
660	463.9
661	463.91
662	464.61
663	463.77
664	463.88
665	463.84
666	463.67
667	463.72
668	463.88
669	463.64
670	463.61
671	463.95
672	463.94
673	463.91
674	464.23
675	464
676	463.23
677	463.32
678	463.7
679	463.77
680	463.54
681	463.89
682	463.49
683	463.66
684	463.27
685	463.12
686	463.5
687	463.34
688	463.77
689	463.39
690	463.27
691	462.62
692	463.58
693	463.2
694	463.58
695	462.65
696	462.59
697	462.87
698	462.82
699	462.72
700	463.24
701	462.74
702	462.86
703	463.22
704	463.27
705	463.39
706	463.41
707	463.37
708	463.43
709	463.34
710	463.41
711	463.29
712	463.06
713	462.74
714	462.64
715	463.02
716	463.18
717	462.37
718	462.63
719	462.4
720	462.65
721	462.32
722	462.52
723	462.67
724	462.37
725	462.78
726	462.29
727	461.98
728	461.86
729	462.36
730	462.48
731	462.17
732	462.24
733	462.36
734	462.8
735	462.3
736	462.61
737	462.48
738	463.29
739	463.18
740	462.89
741	462.58
742	462.74
743	462.56
744	462.37
745	462.34
746	462.63
747	462.65
748	462.58
749	462.73
750	463.03
751	463.26
752	462.67
753	462.76
754	462.5
755	462.34
756	463.03
757	462.38
758	462.67
759	462.54
760	462.61
761	462.61
762	462.03
763	462.14
764	462.38
765	462.7
766	462.43
767	462.14
768	462.43
769	462.15
770	462.17
771	462.18
772	462.02
773	462
774	462.05
775	462.29
776	462.18
777	461.88
778	462.29
779	462.56
780	461.28
781	461.66
782	461.36
783	461.43
784	462.03
785	461.98
786	462.3
787	461.73
788	461.83
789	461.14
790	461.04
791	461.13
792	461.41
793	461.15
794	460.91
795	461.05
796	461.81
797	461.03
798	461.49
799	461.02
800	461.19
801	461.05
802	460.47
803	460.82
804	460.87
805	460.73
806	461.06
807	460.89
808	460.72
809	460.76
810	460.95
811	460.92
812	461.32
813	461.07
814	461.13
815	460.78
816	461.21
817	460.87
818	460.45
819	460.87
820	460.27
821	460.22
822	461.32
823	460.58
824	460.04
825	460.69
826	460.32
827	460.02
828	460.55
829	461.03
830	459.99
831	460.15
832	459.99
833	460.23
834	460.91
835	461.17
836	460.4
837	460.58
838	460.94
839	460.63
840	460.49
841	460.62
842	461.25
843	460.48
844	461.19
845	461
846	460.6
847	461
848	461.38
849	460.89
850	461
851	461.13
852	461.06
853	460.96
854	460.7
855	460.67
856	460.94
857	460.71
858	460.31
859	460.31
860	460.13
861	460.23
862	459.87
863	460.08
864	459.66
865	459.81
866	459.77
867	459.88
868	460.61
869	459.96
870	459.57
871	459.73
872	459.96
873	459.87
874	459.52
875	459.71
876	459.57
877	459.66
878	459.71
879	460.01
880	460.45
881	460.16
882	460.36
883	459.78
884	459.44
885	459.66
886	460.19
887	459.64
888	459.16
889	459.74
890	459.94
891	459.39
892	459.47
893	460.29
894	460.28
895	459.75
896	459.41
897	460.87
898	460.26
899	459.79
900	460.38
901	460.61
902	460.43
903	460.02
904	460.12
905	459.58
906	459.72
907	460.7
908	460.35
909	460.28
910	460.5
911	460.25
912	459.79
913	459.86
914	460.29
915	460.83
916	461.06
917	460.69
918	460.31
919	460.48
920	460.65
921	460.57
922	460.7
923	460.66
924	460.33
925	460.37
926	459.9
927	460.21
928	460.6
929	460.7
930	460.33
931	460.99
932	460.43
933	460.68
934	461.11
935	461.13
936	460.91
937	461.19
938	460.33
939	460.93
940	460.85
941	461.4
942	460.83
943	460.68
944	461.37
945	460.9
946	461.14
947	460.43
948	460.64
949	460.64
950	460.37
951	460.58
952	460.85
953	460.01
954	459.96
955	460.55
956	460.47
957	460.81
958	460.53
959	460.22
960	460.03
961	460.02
962	460.43
963	460.89
964	460.06
965	460.51
966	460.96
967	460.63
968	460.63
969	460.91
970	460.64
971	461.24
972	459.81
973	461.13
974	460.18
975	460.18
976	460.38
977	459.51
978	460.07
979	459.58
980	459.7
981	460.14
982	459.23
983	458.95
984	459.31
985	458.89
986	459.16
987	459.85
988	459.24
989	459.61
990	459.37
991	459.39
992	460.37
993	460.51
994	459.73
995	459.33
996	459.53
997	459.76
998	459.86
999	459.17
1000	459.89
1001	459.6
1002	460.08
1003	459.21
1004	459.14
1005	459.68
1006	459.95
1007	459.76
1008	459.52
1009	459.54
1010	459.71
1011	459.42
1012	460.26
1013	459.79
1014	459.77
1015	459.54
1016	459.14
1017	458.94
1018	459.05
1019	458.66
1020	458.49
1021	459.14
1022	458.87
1023	458.93
1024	459.11
1025	458.43
1026	458.71
1027	459.71
1028	458.83
1029	459.61
1030	459.08
1031	459.53
1032	458.87
1033	459.07
1034	458.58
1035	458.77
1036	459.34
1037	459.69
1038	459.36
1039	459.55
1040	459.6
1041	459.76
1042	459.14
1043	459.41
1044	459.79
1045	459.43
1046	458.53
1047	459
1048	458.88
1049	458.73
1050	459.07
1051	459.24
1052	458.62
1053	458.98
1054	458.9
1055	459.35
1056	459.14
1057	459.28
1058	458.83
1059	459.16
1060	459.24
1061	458.7
1062	459.64
1063	459
1064	459.82
1065	459.02
1066	458.82
1067	458.46
1068	459.02
1069	458.65
1070	458.17
1071	458.02
1072	458.5
1073	457.64
1074	458.4
1075	458.21
1076	457.49
1077	458.07
1078	457.99
1079	458.38
1080	458.41
1081	458.75
1082	458.67
1083	458.33
1084	457.89
1085	457.36
1086	457.79
1087	458.47
1088	458.09
1089	457.75
1090	457.26
1091	457.89
1092	458.32
1093	457.94
1094	457.27
1095	456.87
1096	457.75
1097	457.59
1098	457.05
1099	456.72
1100	456.99
1101	457.41
1102	457.86
1103	457.44
1104	457.31
1105	457.43
1106	457.45
1107	457.13
1108	457.11
1109	457.7
1110	457.78
1111	457.9
1112	457.91
1113	457.68
1114	457.46
1115	457.9
1116	457.71
1117	458.58
1118	458.08
1119	457.38
1120	458.4
1121	458.57
1122	457.75
1123	458.22
1124	458.95
1125	457.59
1126	457.69
1127	458.06
1128	458.26
1129	459.02
1130	458.86
1131	458.63
1132	458.41
1133	457.82
1134	458.32
1135	458.8
1136	458.39
1137	459.12
1138	458.26
1139	458.15
1140	457.86
1141	458.16
1142	457.77
1143	458.38
1144	458.23
1145	458.24
1146	458.06
1147	458.57
1148	459.15
1149	458.48
1150	458.38
1151	458.02
1152	458.61
1153	458.34
1154	458.49
1155	458.47
1156	459.31
1157	458.94
1158	459.01
1159	459.14
1160	458.93
1161	458.79
1162	459.05
1163	458.73
1164	458.49
1165	457.73
1166	458.14
1167	458.22
1168	458.2
1169	458.29
1170	458.18
1171	458.17
1172	459.02
1173	458.93
1174	458.23
1175	458.81
1176	458.95
1177	458.76
1178	458.47
1179	458.32
1180	458.16
1181	458.18
1182	458.36
1183	458.19
1184	458.04
1185	457.92
1186	458.09
1187	458.61
1188	458.81
1189	459.1
1190	458.26
1191	459.22
1192	458.92
1193	458.57
1194	458.37
1195	458.75
1196	458.59
1197	458.79
1198	458.68
1199	458.55
1200	458.69
1201	458.31
1202	458.42
1203	457.93
1204	458.71
1205	458.63
1206	459.12
1207	459.35
1208	458.38
1209	457.97
1210	458.02
1211	458.01
1212	458.46
1213	458.16
1214	458.49
1215	457.82
1216	458.32
1217	458.06
1218	458.33
1219	458.3
1220	457.72
1221	457.68
1222	457.79
1223	457.83
1224	457.87
1225	457.27
1226	457.4
1227	457.78
1228	458.15
1229	457.38
1230	457.53
1231	457.73
1232	458.24
1233	457.97
1234	458.12
1235	458.12
1236	457.7
1237	458.2
1238	458.61
1239	457.87
1240	457.94
1241	458.02
1242	458.47
1243	458.91
1244	458.56
1245	458.33
1246	459.04
1247	458.58
1248	458.87
1249	459.42
1250	459.48
1251	458.71
1252	459.58
1253	459.12
1254	458.85
1255	458.91
1256	459.03
1257	459.38
1258	458.8
1259	459.01
1260	458.87
1261	458.69
1262	458.76
1263	458.65
1264	458.58
1265	458.43
1266	458.23
1267	458.46
1268	457.6
1269	457.95
1270	457.76
1271	457.64
1272	457.68
1273	458.15
1274	458.06
1275	457.78
1276	457.82
1277	458.29
1278	458.55
1279	458.14
1280	458.13
1281	458.18
1282	457.52
1283	457.63
1284	457.63
1285	457.96
1286	458.17
1287	457.9
1288	457.34
1289	457.73
1290	458.2
1291	457.91
1292	458.17
1293	458.23
1294	458.14
1295	458.18
1296	458.09
1297	458.28
1298	458.05
1299	458.31
1300	457.76
1301	457.9
1302	457.46
1303	457.68
1304	457.49
1305	457.57
1306	457.48
1307	457.2
1308	456.99
1309	457.26
1310	458.12
1311	457.64
1312	457.81
1313	457.44
1314	457.33
1315	458.11
1316	457.22
1317	457.37
1318	456.77
1319	456.53
1320	457.01
1321	456.79
1322	456.95
1323	457.02
1324	457.28
1325	456.84
1326	456.6
1327	456.88
1328	456.35
1329	457.26
1330	457.18
1331	456.43
1332	457.09
1333	456.57
1334	456.92
1335	457.12
1336	457.24
1337	456.82
1338	457
1339	456.71
1340	456.41
1341	456.71
1342	456.5
1343	457.32
1344	456.62
1345	456.41
1346	456.57
1347	456.18
1348	456.53
1349	456.63
1350	456.55
1351	456.17
1352	456.36
1353	456.93
1354	456.5
1355	456.48
1356	456.58
1357	457.27
1358	456.97
1359	457.24
1360	456.55
1361	457.42
1362	457.07
1363	456.94
1364	456.52
1365	455.84
1366	456.08
1367	456.28
1368	456.33
1369	455.96
1370	456.2
1371	455.83
1372	456.15
1373	455.65
1374	456.03
1375	455.54
1376	456.1
1377	456.21
1378	456.41
1379	455.71
1380	455.46
1381	456.01
1382	456.27
1383	455.91
1384	456.16
1385	456
1386	455.83
1387	455.88
1388	455.41
1389	455.68
1390	455.59
1391	456.4
1392	455.43
1393	456.03
1394	456.32
1395	455.86
1396	456.21
1397	456.5
1398	455.69
1399	455.85
1400	455.84
1401	455.58
1402	456.55
1403	455.38
1404	456.01
1405	456.01
1406	455.67
1407	455.54
1408	455.41
1409	455.25
1410	455.41
1411	455.49
1412	455.7
1413	455.86
1414	455.94
1415	455.91
1416	455.68
1417	455.44
1418	455.56
1419	456.05
1420	455.97
1421	455.9
1422	456.25
1423	456.16
1424	454.93
1425	455.15
1426	455.01
1427	455.11
1428	455.79
1429	454.86
1430	455.47
1431	455.17
1432	454.93
1433	454.58
1434	454.83
1435	454.35
1436	454.46
1437	454.21
1438	454.05
1439	453.67
1440	453.8
1441	454.29
1442	454.25
1443	453.98
1444	453.88
1445	453.9
1446	454.07
1447	453.7
1448	454.52
1449	454.42
1450	454.21
1451	454.39
1452	454.35
1453	453.54
1454	454.4
1455	454.25
1456	454
1457	453.99
1458	454.18
1459	454.57
1460	454.33
1461	454.12
1462	454.11
1463	454.12
1464	454.27
1465	453.9
1466	454.54
1467	454.02
1468	454.56
1469	453.88
1470	454.24
1471	454.11
1472	455.2
1473	454.76
1474	453.85
1475	453.63
1476	453.64
1477	453.85
1478	454.48
1479	454.35
1480	453.66
1481	454.12
1482	454.17
1483	455
1484	453.78
1485	453.98
1486	454.54
1487	453.81
1488	454.07
1489	453.83
1490	453.41
1491	453.45
1492	453.5
1493	453.48
1494	453.56
1495	453.85
1496	453.95
1497	453.67
1498	453.48
1499	453.31
1500	453.56
1501	453.21
1502	452.92
1503	453.51
1504	453.81
1505	453.25
1506	453.25
1507	453.09
1508	453.79
1509	453.14
1510	453.45
1511	452.09
1512	452.6
1513	453.07
1514	452.6
1515	452.28
1516	452.16
1517	452.41
1518	451.72
1519	451.95
1520	452.42
1521	452.01
1522	451.83
1523	451.72
1524	452.04
1525	451.69
1526	451.36
1527	451.33
1528	451.72
1529	452.07
1530	450.85
1531	451.12
1532	450.83
1533	451.15
1534	451.2
1535	450.99
1536	451.07
1537	451.24
1538	451.57
1539	451.22
1540	451.12
1541	451.62
1542	451.36
1543	452.57
1544	452.61
1545	451.77
1546	452.09
1547	451.69
1548	451.26
1549	451.33
1550	450.97
1551	451.26
1552	450.62
1553	450.92
1554	450.9
1555	450.98
1556	451.1
1557	450.99
1558	450.88
1559	450.72
1560	450.71
1561	450.73
1562	450.99
1563	451.42
1564	450.97
1565	450.86
1566	450.41
1567	450.19
1568	450.31
1569	450.96
1570	450.28
1571	449.9
1572	450.13
1573	450.58
1574	450.32
1575	450.34
1576	450.65
1577	450.31
1578	450.11
1579	450.15
1580	450.25
1581	450.25
1582	450.43
1583	449.86
1584	450.39
1585	449.65
1586	450.23
1587	449.87
1588	449.97
1589	449.97
1590	449.67
1591	449.87
1592	449.76
1593	450.1
1594	450.17
1595	450.29
1596	450.35
1597	450.16
1598	449.99
1599	449.93
1600	450.13
1601	450.09
1602	449.85
1603	450.48
1604	450.36
1605	450.29
1606	450.57
1607	450.28
1608	450.65
1609	450.3
1610	449.94
1611	450.17
1612	450.17
1613	450.49
1614	450.25
1615	450.75
1616	450.78
1617	450.02
1618	451
1619	450.28
1620	451.03
1621	450.74
1622	451.27
1623	451.19
1624	451.15
1625	450.81
1626	451.31
1627	450.82
1628	450.93
1629	450.84
1630	450.73
1631	451.39
1632	450.93
1633	451.39
1634	451.45
1635	451.23
1636	450.63
1637	450.38
1638	449.78
1639	449.83
1640	449.97
1641	450.23
1642	449.72
1643	450.08
1644	450.15
1645	450.41
1646	450.25
1647	449.98
1648	449.38
1649	450.13
1650	450.78
1651	450.15
1652	449.81
1653	450.61
1654	450.29
1655	449.78
1656	450.51
1657	449.89
1658	450.46
1659	449.8
1660	449.83
1661	450.2
1662	449.97
1663	450.1
1664	449.68
1665	449.67
1666	449.09
1667	449.65
1668	449.82
1669	449.71
1670	449.51
1671	449.88
1672	450.16
1673	450.31
1674	449.91
1675	449.4
1676	449.54
1677	449.61
1678	449.67
1679	449.68
1680	450.18
1681	449.77
1682	450.11
1683	449.44
1684	449.76
1685	449.49
1686	449.66
1687	449.19
1688	449.35
1689	449.15
1690	448.76
1691	448.73
1692	448.46
1693	449.04
1694	448.51
1695	448.44
1696	449.42
1697	448.57
1698	448.87
1699	448.44
1700	448.47
1701	448.63
1702	448.6
1703	448.56
1704	448.69
1705	449.31
1706	448.68
1707	448.62
1708	448.82
1709	448.32
1710	448.87
1711	449.15
1712	448.94
1713	448.76
1714	448.9
1715	449.22
1716	449.63
1717	449.17
1718	448.58
1719	449.09
1720	449.69
1721	448.85
1722	448.61
1723	449.64
1724	448.84
1725	449.18
1726	449
1727	449.32
1728	448.99
1729	448.8
1730	449.18
1731	449.16
1732	449.25
1733	449.26
1734	449.37
1735	449.21
1736	448.95
1737	448.96
1738	449.07
1739	449.29
1740	449.26
1741	449.12
1742	448.84
1743	449.2
1744	449.39
1745	448.86
1746	448.87
1747	448.7
1748	449.13
1749	449.11
1750	449.15
1751	449.35
1752	449
1753	448.58
1754	448.96
1755	448.56
1756	449.16
1757	449.46
1758	449.14
1759	449.81
1760	449.25
1761	449.28
1762	448.69
1763	449
1764	448.47
1765	448.46
1766	448.85
1767	448.8
