position	frequency
1	30.95
2	30.84
3	30.84
4	30.9
5	30.77
6	30.83
7	30.78
8	30.8
9	30.78
10	30.82
11	30.88
12	30.88
13	30.83
14	30.74
15	30.69
16	30.65
17	30.74
18	30.63
19	30.7
20	30.67
21	30.71
22	30.77
23	30.78
24	30.68
25	30.69
26	30.74
27	30.71
28	30.69
29	30.73
30	31.18
31	30.36
32	30.32
33	30.25
34	30.35
35	30.3
36	30.35
37	30.32
38	30.29
39	30.36
40	30.32
41	30.29
42	30.38
43	30.28
44	30.26
45	30.2
46	30.08
47	30.02
48	29.98
49	29.86
50	29.83
51	29.89
52	29.96
53	29.99
54	29.94
55	29.99
56	30.12
57	30.07
58	30.07
59	30.05
60	30.15
61	30.11
62	30.18
63	30.2
64	30.2
65	30.17
66	30.26
67	30.24
68	30.2
69	30.25
70	30.21
71	30.32
72	30.34
73	30.31
74	30.34
75	30.31
76	30.43
77	30.47
78	30.37
79	30.31
80	30.41
81	30.36
82	30.28
83	30.38
84	30.38
85	30.28
86	30.33
87	30.33
88	30.38
89	30.43
90	30.33
91	30.29
92	30.27
93	30.28
94	30.17
95	30.19
96	30.15
97	30.17
98	30.23
99	30.18
100	30.16
101	30.25
102	30.25
103	30.17
104	30.18
105	30.05
106	30.05
107	30.18
108	30.16
109	29.99
110	29.97
111	29.9
112	29.89
113	29.81
114	29.79
115	29.72
116	29.72
117	29.72
118	29.7
119	29.63
120	29.66
121	29.51
122	29.58
123	29.49
124	29.5
125	29.59
126	29.52
127	29.49
128	29.49
129	29.51
130	29.53
131	29.63
132	29.64
133	29.6
134	29.5
135	29.49
136	29.58
137	29.55
138	29.36
139	29.4
140	29.38
141	29.36
142	29.39
143	29.4
144	29.35
145	29.37
146	29.41
147	29.48
148	29.47
149	29.43
150	29.58
151	29.58
152	29.52
153	29.49
154	29.56
155	29.47
156	29.54
157	29.51
158	29.36
159	29.46
160	29.45
161	29.52
162	29.64
163	29.55
164	29.58
165	29.59
166	29.55
167	29.44
168	29.43
169	29.57
170	29.55
171	29.56
172	29.51
173	29.53
174	29.46
175	29.44
176	29.47
177	29.44
178	29.51
179	29.35
180	29.43
181	29.46
182	29.44
183	29.49
184	29.51
185	29.58
186	29.71
187	29.76
188	29.79
189	29.7
190	29.69
191	29.71
192	29.76
193	29.72
194	29.71
195	29.76
196	29.74
197	29.74
198	29.73
199	29.73
200	29.63
201	29.74
202	29.67
203	29.71
204	29.67
205	29.62
206	29.62
207	29.76
208	29.74
209	29.72
210	29.71
211	29.7
