position	frequency
1	139.01
2	138.42
3	138.63
4	138.85
5	138.53
6	138.42
7	138.69
8	138.79
9	138.39
10	138.98
11	138.67
12	138.78
13	139.23
14	138.83
15	139.22
16	139.1
17	139.47
18	139.63
19	139.59
20	139.92
21	139.27
22	138.96
23	139.52
24	139.15
25	139.12
26	139.37
27	139.23
28	139.36
29	139.05
30	139.15
31	139.28
32	139.74
33	139.71
34	140.12
35	140.13
36	140.55
37	140.85
38	140.99
39	140.56
40	140.34
41	140.17
42	141.65
43	138.62
44	138.52
45	138.26
46	138.29
47	138.27
48	138.05
49	137.95
50	137.89
51	138.38
52	137.9
53	138.44
54	138.18
55	138.2
56	138.43
57	138.42
58	138.28
59	137.99
60	138.42
61	138.32
62	138.42
63	138.21
64	137.99
65	137.7
66	137.76
67	138.65
68	138.16
69	138.33
70	138.57
71	138.04
72	137.72
73	137.95
74	138.14
75	137.98
76	137.19
77	137.28
78	137.49
79	137.67
80	137.32
81	137.43
82	137.82
83	137.93
84	137.61
85	137.81
86	137.58
87	137.77
88	137.79
89	138.16
90	137.69
91	137.67
92	137.31
93	137.62
94	137
95	136.96
96	137.25
97	136.77
98	137.3
99	136.76
100	137.13
101	135.44
102	135.78
103	135.86
104	136.11
105	135.88
106	135.82
107	135.83
108	136.19
109	136.5
110	136.41
111	136.47
112	136.81
113	136.54
114	136.46
115	136.77
116	136.7
117	137.13
118	136.98
119	136.5
120	137.17
121	136.63
122	136.43
123	136.59
124	136.63
125	136.45
126	136.23
127	136.14
128	136.58
129	136.35
130	136.87
131	136.64
132	136.97
133	137.29
134	136.87
135	136.62
136	136.73
137	136.53
138	136.53
139	137.12
140	136.62
141	136.67
142	136.41
143	136.34
144	136.38
145	136.09
146	135.9
147	136.13
148	135.68
149	135.86
150	136.06
151	136.06
152	135.69
153	135.43
154	135.1
155	135.54
156	135.12
157	135.36
158	135.44
159	135.82
160	135.48
161	135.86
162	135.51
163	135.21
164	135.05
165	135.46
166	135.62
167	135.25
168	135.62
169	135.44
170	135.27
171	134.82
172	135.04
173	134.61
174	134.82
175	134.41
176	134.39
177	134.55
178	134.67
179	134.38
180	134.06
181	134.16
182	133.92
183	133.91
184	134.14
185	134.39
186	133.97
187	134.24
188	133.8
189	133.49
190	133.35
191	133.33
192	133.01
193	132.78
194	132.87
195	132.95
196	132.99
197	133.15
198	133.22
199	133.3
200	133.23
201	133.55
202	133.12
203	132.98
204	133.08
205	132.91
206	132.9
207	132.95
208	133.06
209	133.39
210	133.51
211	133.62
212	133.37
213	133.68
214	133.73
215	133.61
216	133.58
217	133.78
218	133.56
219	133.63
220	133.34
221	133.56
222	133.45
223	133.75
224	133.7
225	133.5
226	134.04
227	133.67
228	133.78
229	133.61
230	133.95
231	134.23
232	134.15
233	134.22
234	134.38
235	134.37
236	134.14
237	134.04
238	134.27
239	134
240	133.93
241	134.03
242	133.47
243	133.51
244	133.99
245	133.96
246	134.02
247	134.04
248	134.08
249	134.18
250	134.02
251	134.08
252	133.93
253	134.37
254	134.26
255	134.27
256	134.4
257	134.31
258	133.98
259	134.33
260	134.37
261	134.37
262	134.49
263	134.04
264	134.14
265	134.22
266	134.28
267	134.29
268	134.45
269	134.38
270	134.01
271	134.26
272	134.16
273	134.23
274	133.95
275	134.28
276	134.16
277	134.08
278	134.2
279	134.37
280	133.89
281	134.41
282	134.4
283	134.13
284	133.95
285	133.8
286	133.65
287	133.56
288	133.48
289	134.05
290	134.19
291	134.14
292	134.02
293	134.1
294	134.31
295	134.39
296	134.17
297	134.5
298	134.32
299	134.22
300	134.15
301	134.34
302	134.1
303	133.96
304	134.52
305	134.38
306	133.85
307	134.3
308	134.42
309	134.28
310	134.16
311	134
312	133.99
313	134.41
314	134.9
315	134.49
316	134.42
317	134.17
318	134.52
319	134.85
320	134.58
321	134.8
322	134.94
323	134.84
324	135.13
325	134.98
326	135.28
327	135.1
328	135.17
329	135.15
330	135.45
331	135.36
332	135.08
333	135.2
334	135.34
335	135.24
336	135.4
337	135.05
338	135
339	134.76
340	134.92
341	134.56
342	134.37
343	134.48
344	134.25
345	134.33
346	134.22
347	134.06
348	134.35
349	134.56
350	134.23
351	134.37
352	134.81
353	134.76
354	135.11
355	134.98
356	135.09
357	135.08
358	135.31
359	135.47
360	135.42
361	135.37
362	135.75
363	135.57
364	135.59
365	135.06
366	135.24
367	134.91
368	135.22
369	134.98
370	134.76
371	134.8
372	134.99
373	134.78
374	134.76
375	134.58
376	134.59
377	134.71
378	134.9
379	134.93
380	134.89
381	134.61
382	134.95
383	134.74
384	134.88
385	134.7
386	134.89
387	134.96
388	134.86
389	135.4
390	135.29
391	134.68
392	134.84
393	134.96
394	135.08
395	135.01
396	135.39
397	135.09
398	135.05
399	135.2
400	135.19
401	135.26
402	135.22
403	135.26
404	135.2
405	135.69
406	135.28
407	135.43
408	135.34
409	135.51
410	135.33
411	135.32
412	135.61
413	135.68
414	135.67
415	135.25
416	134.86
417	135.42
418	134.84
419	134.86
420	135.2
421	135.39
422	135.36
423	135.6
424	135.39
425	135.4
426	135.64
427	135.8
428	135.78
429	136.3
430	135.52
431	135.7
432	135.75
433	136
434	135.94
435	135.99
436	135.74
437	135.94
438	135.41
439	135.76
440	136.03
441	136.19
442	136.51
443	136.19
444	136.33
445	136.62
446	136.76
447	136.7
448	136.88
449	136.84
450	136.64
451	136.48
452	136.73
453	136.57
454	136.14
455	136.54
456	136.39
457	136.49
458	135.98
459	136.05
460	136.28
461	135.52
462	135.51
463	135.92
464	135.75
465	135.8
466	135.89
467	135.88
468	135.76
469	135.97
470	135.79
471	135.41
472	135.88
473	136.04
474	135.97
475	136.08
476	136.32
477	136.28
478	136.54
479	136.24
480	136.64
481	136.4
482	136.22
483	136.62
484	136.54
485	136.25
486	136.33
487	136
488	135.72
489	135.67
490	135.72
491	135.4
492	135.47
493	135.58
494	135.59
495	136.11
496	135.83
497	135.55
498	135.38
499	135.37
500	135.36
501	135.33
502	134.85
503	135.33
504	135.43
505	135.38
506	135.53
507	135.43
508	135.25
509	135.15
510	134.83
511	134.83
512	134.94
513	135.03
514	134.79
515	134.44
516	134.75
517	134.68
518	134.97
519	134.58
520	134.86
521	134.86
522	135.11
523	135.45
524	135.12
525	135.03
526	135.06
527	135.14
528	135.51
529	135.37
530	135.73
531	135.68
532	135.45
533	135.9
534	135.81
535	135.98
536	136.34
537	136.57
538	136.09
539	136.08
540	135.99
541	135.91
542	135.86
543	136.22
544	136.06
545	136.1
546	135.46
547	135.46
548	135.49
549	136.02
550	135.63
551	135.98
552	135.66
553	136.05
554	135.78
555	135.98
556	135.83
557	136.21
558	135.98
559	136.12
560	135.9
561	136.07
562	135.89
563	136.17
564	136.06
565	135.55
566	135.7
567	135.56
568	135.36
569	135.94
570	135.68
571	136.26
572	135.7
573	135.7
574	135.59
575	135.94
576	136.3
577	135.9
578	135.91
579	136.14
580	136.3
581	136.09
582	135.91
583	135.94
584	136.01
585	135.75
586	135.69
587	136.02
588	135.83
589	135.5
590	135.99
591	135.86
592	135.83
593	136.11
594	135.44
595	135.41
596	135.49
597	135.38
598	135.17
599	135.38
600	134.97
601	134.85
602	134.97
603	135.13
604	135.32
605	135.41
606	135.62
607	135.45
608	135.73
609	135.87
610	135.67
611	135.69
612	135.86
613	135.79
614	135.94
615	135.83
616	135.64
617	135.6
618	135.79
619	135.7
620	135.75
621	135.88
622	135.71
623	135.52
624	135.33
625	135.45
626	135.22
627	135.33
628	135.48
629	135.7
630	135.79
631	135.68
632	135.47
633	135.81
634	135.76
635	136.02
636	135.61
637	135.82
638	135.78
639	135.91
640	135.15
641	135.15
642	135.1
643	134.67
644	134.48
645	134.64
646	135
647	135.18
648	134.46
649	134.63
650	134.17
651	133.79
652	133.66
653	133.51
654	134.03
655	134.04
656	134.2
657	133.65
658	133.78
659	134.47
660	133.97
661	133.87
662	133.95
663	134.01
664	134.11
665	133.76
666	133.76
667	133.85
668	134.23
669	133.82
670	133.82
671	133.42
672	133.56
673	133.86
674	134.12
675	133.89
676	133.82
677	133.9
678	133.55
679	133.44
680	133.56
681	133.14
682	133.32
683	132.94
684	133.49
685	133.13
686	133.33
687	133.04
688	133.53
689	133.49
690	133.58
691	133.99
692	133.79
693	133.74
694	133.45
695	134.13
696	133.96
697	134.36
698	134.02
699	134.01
700	134.2
701	134.43
702	134.49
703	134.08
704	134.02
705	134.26
706	133.76
707	133.78
708	133.8
709	133.75
710	133.66
711	133.61
712	133.98
713	134.01
714	134.29
715	133.9
716	134.21
717	134.18
718	134.01
719	134.24
720	134.85
721	134.42
722	134.42
723	134.41
724	134.85
725	134.14
726	134.51
727	134.38
728	134.39
729	134.61
730	134.8
731	134.89
732	134.64
733	134.62
734	134.34
735	134.35
736	133.96
737	133.75
738	134.25
739	134.08
740	134.36
741	134.29
742	134.05
743	134.06
744	134.07
745	134.05
746	134.42
747	134.28
748	134.06
749	134.02
750	134.4
751	134.02
752	134.09
753	133.98
754	134.27
755	133.98
756	133.95
757	134.21
758	133.99
759	134.24
760	134
761	133.92
762	133.53
763	133.81
764	133.79
765	133.52
766	133.82
767	133.65
768	133.56
769	133.35
770	133.57
771	133.68
772	133.97
773	133.32
774	133.64
775	134.21
776	133.99
777	134.14
778	134.21
779	134.6
780	134.25
781	134.39
782	134.53
783	133.99
784	134.4
785	134.2
786	134.29
787	134.25
788	134.56
789	134.93
790	134.36
791	134.64
792	134.42
793	134.38
794	134.41
795	134.88
796	134.29
797	134.26
798	135
799	134.54
800	134.65
801	134.63
802	134.61
803	134.61
804	134.39
805	134.49
806	134.29
807	134.8
808	135.05
809	135.16
810	134.88
811	134.52
812	134.52
813	134.65
814	134.31
815	134.37
816	134.7
817	134.57
818	134.46
819	134.88
820	134.9
821	134.54
822	134.67
823	135.01
824	135.29
825	134.96
826	135.1
827	134.83
828	135.22
829	134.88
830	134.25
831	134.48
832	134.94
833	134.92
834	134.88
835	134.77
836	134.58
837	134.95
838	134.97
839	135.01
840	135.01
841	135.22
842	135.08
843	135.18
844	135.32
845	134.79
846	134.61
847	134.73
848	134.49
849	134.6
850	134.59
851	135.01
852	135.03
853	135.13
854	135.02
855	135.22
856	135.25
857	135.32
858	135.09
859	135.24
860	135.19
861	135.01
862	134.82
863	134.58
864	134.81
865	134.89
866	134.89
867	134.95
868	134.91
869	135.33
870	134.97
871	135.01
872	135.12
873	135.36
874	135.25
875	134.81
876	134.93
877	134.88
878	135.02
879	134.95
880	134.62
881	134.68
882	134.69
883	134.92
884	135.21
885	135.24
886	135.34
887	135.45
888	135.08
889	135.44
890	135.42
891	135.43
892	135.75
893	135.77
894	135.58
895	135.33
896	135.76
897	135.45
898	135.51
899	135.08
900	135.26
901	135.35
902	135.41
903	134.7
904	134.6
905	134.38
906	134.27
907	134.11
908	134.68
909	134.6
910	134.53
911	134.25
912	134.35
913	134.36
914	134.31
915	134.34
916	133.88
917	134.13
918	134.05
919	134.06
920	134.49
921	134.28
922	134.27
923	134.27
924	134.49
925	134.35
926	134.42
927	134.03
928	133.94
929	134.03
930	133.86
931	133.8
932	133.34
933	133.83
934	134.01
935	133.8
936	133.91
937	134
938	133.4
939	133.4
940	133.68
941	133.5
942	133.22
943	133.14
944	133.27
945	133.36
946	133.69
947	133.94
