position	frequency
1	135.14
2	135.13
3	135.28
4	135.47
5	134.95
6	135.52
7	135.82
8	135.74
9	136.18
10	136.47
11	135.87
12	136.42
13	136.25
14	135.95
15	136.39
16	136.58
17	136.76
18	136.4
19	136.64
20	136.16
21	136.81
22	136.71
23	136.5
24	136.78
25	136.78
26	136.74
27	136.86
28	136.96
29	137.14
30	136.47
31	136.76
32	136.42
33	136.37
34	136.89
35	136.92
36	136.22
37	136.67
38	136.67
39	136.67
40	136.57
41	136.47
42	136.03
43	135.7
44	135.52
45	135.47
46	135.43
47	135.44
48	136.76
49	134.19
50	133.9
51	133.88
52	134
53	134.16
54	134.25
55	134.28
56	134.32
57	134.42
58	134.35
59	134.01
60	134.32
61	134.41
62	134.16
63	134.19
64	133.85
65	134.48
66	133.83
67	134
68	134.1
69	134.25
70	134.13
71	133.86
72	134.21
73	133.67
74	133.51
75	133.84
76	133.8
77	133.55
78	133.55
79	133.93
80	133.95
81	134.18
82	134.13
83	134.23
84	134.63
85	134.12
86	134.82
87	134.65
88	134.39
89	134.9
90	134.67
91	134.85
92	134.41
93	134.66
94	135.62
95	135.63
96	135.28
97	135.4
98	134.75
99	135.17
100	135.42
101	134.04
102	134.03
103	134.4
104	134.1
105	134.16
106	134.36
107	134.51
108	134.28
109	134.22
110	134.48
111	134.75
112	134.6
113	134.79
114	134.73
115	134.82
116	135.32
117	135.07
118	135.02
119	135.1
120	134.97
121	135.07
122	134.94
123	134.99
124	135.17
125	135.33
126	135.02
127	135.06
128	134.85
129	135.28
130	134.99
131	135.55
132	135.26
133	135.73
134	135.85
135	135.69
136	135.76
137	135.07
138	135.61
139	134.62
140	135.32
141	135.39
142	135.77
143	136.02
144	135.86
145	135.59
146	136.29
147	135.7
148	135.63
149	135.66
150	135.61
151	135.41
152	135.39
153	135.39
154	135.56
155	135.62
156	135.4
157	135.47
158	135.67
159	135.46
160	135.2
161	134.9
162	135.06
163	134.79
164	135.01
165	134.91
166	134.73
167	135.11
168	134.82
169	135.61
170	135.42
171	135.7
172	135.5
173	135.41
174	135.92
175	135.12
176	135.03
177	135.3
178	134.92
179	135.38
180	135.5
181	135.07
182	135.28
183	135.32
184	135.23
185	134.68
186	134.95
187	135.03
188	135.01
189	134.96
190	135.17
191	134.8
192	134.92
193	134.76
194	134.9
195	135.02
196	135.04
197	135.14
198	134.94
199	134.71
200	135.01
201	134.66
202	134.72
203	134.83
204	134.91
205	134.73
206	134.71
207	134.69
208	135.03
209	134.68
210	134.67
211	135.06
212	134.93
213	134.81
214	134.68
215	134.73
216	134.8
217	135.02
218	134.61
219	134.6
220	134.78
221	134.76
222	134.76
223	134.53
224	134.57
225	134.65
226	134.77
227	134.99
228	134.76
229	134.99
230	134.91
231	134.96
232	134.83
233	134.98
234	134.74
235	134.88
236	134.62
237	134.88
238	135.04
239	134.74
240	134.87
241	135.06
242	134.91
243	135.23
244	134.85
245	134.77
246	134.79
247	134.62
248	134.63
249	134.97
250	134.73
251	134.26
252	134.14
253	134.19
254	133.92
255	133.85
256	134.09
257	133.68
258	133.86
259	133.69
260	133.91
261	133.7
262	133.75
263	133.52
264	134
265	133.61
266	133.59
267	133.47
268	133.83
269	133.78
270	133.78
271	133.7
272	133.44
273	133.67
274	133.85
275	134.06
276	133.8
277	133.68
278	133.94
279	134.37
280	133.97
281	134.07
282	134.03
283	134.07
284	134.01
285	133.87
286	133.97
287	134.07
288	134.2
289	134.1
290	134.26
291	134.19
292	133.98
293	133.89
294	133.99
295	133.64
296	133.88
297	134
298	133.58
299	133.98
300	133.28
301	133.6
302	133.5
303	133.33
304	133.27
305	133.12
306	133.59
307	133.41
308	133.29
309	133.26
310	133
311	133.38
312	133.1
313	133.48
314	132.66
315	132.72
316	132.62
317	132.48
318	133.06
319	132.91
320	132.95
321	133.12
322	133.05
323	132.97
324	132.93
325	133.16
326	133.21
327	133.05
328	133.24
329	132.87
330	132.89
331	133.12
332	132.9
333	132.91
334	132.65
335	132.66
336	132.83
337	132.84
338	132.68
339	132.54
340	133.1
341	133.1
342	133.25
343	133.12
344	133.26
345	133.04
346	133.02
347	133.27
348	133.51
349	133.24
350	133.15
351	133.35
352	133.17
353	133.13
354	133.29
355	133.39
356	133.46
357	133.32
358	133.31
359	133.32
360	133.5
361	133.75
362	133.59
363	134.06
364	133.41
365	133.64
366	133.7
367	133.59
368	133.66
369	133.94
370	134.02
371	133.62
372	133.64
373	133.98
374	134.07
375	133.85
376	133.83
377	134.05
378	134.32
379	134.3
380	134.27
381	134.2
382	134.15
383	134.25
384	134.56
385	134.33
386	134.47
387	134.29
388	134.37
389	134.62
390	134.21
391	134.24
392	134.3
393	134.36
394	134.68
395	134.47
396	134.48
397	134.23
398	134.5
399	134.1
400	133.74
401	133.86
402	133.92
403	133.78
404	134.19
405	134
406	134.03
407	134.01
408	134.13
409	134.22
410	133.99
411	133.79
412	133.88
413	133.63
414	134.01
415	133.73
416	134.12
417	134.59
418	134
419	134.6
420	134.11
421	134.15
422	134.14
423	134.06
424	133.82
425	134.11
426	133.99
427	134.08
428	134.12
429	134.05
430	133.78
431	134.07
432	133.8
433	134.52
434	134.35
435	134.61
